temp,weather,windspeed,humidity,atemp,season,holiday,workingday,year,month,day,hour,min,sec,log_count
32.8,1,15.0013,55,37.88,2,0,0,2011,6,11,12,0,0,5.849324779946859
32.8,1,12.998,55,37.88,2,0,0,2011,6,11,13,0,0,5.958424693029782
33.62,1,7.0015,49,38.635,2,0,0,2011,6,11,14,0,0,5.940171252720432
33.62,1,7.0015,49,38.635,2,0,0,2011,6,11,15,0,0,5.924255797414532
32.8,2,12.998,46,36.365,2,0,0,2011,6,11,16,0,0,5.976350909297934
30.34,2,11.0014,58,34.09,2,0,0,2011,6,11,17,0,0,5.820082930352362
29.52,2,8.9981,62,34.09,2,0,0,2011,6,11,18,0,0,5.655991810819852
28.7,1,12.998,65,32.575,2,0,0,2011,6,11,19,0,0,5.575949103146316
27.88,1,16.9979,74,31.82,2,0,0,2011,6,11,20,0,0,5.616771097666572
27.06,1,15.0013,74,31.06,2,0,0,2011,6,11,21,0,0,5.393627546352362
27.06,1,15.0013,78,30.305,2,0,0,2011,6,11,22,0,0,5.247024072160486
27.06,1,7.0015,74,31.06,2,0,0,2011,6,11,23,0,0,4.875197323201151
27.06,1,15.0013,78,30.305,2,0,0,2011,6,12,0,0,0,4.77912349311153
26.24,1,7.0015,83,28.79,2,0,0,2011,6,12,1,0,0,4.532599493153256
26.24,1,16.9979,89,28.79,2,0,0,2011,6,12,2,0,0,4.189654742026425
26.24,1,19.0012,89,28.79,2,0,0,2011,6,12,3,0,0,3.332204510175204
25.42,1,11.0014,88,28.03,2,0,0,2011,6,12,4,0,0,2.6390573296152584
25.42,1,15.0013,88,28.03,2,0,0,2011,6,12,5,0,0,2.302585092994046
25.42,1,7.0015,88,28.03,2,0,0,2011,6,12,6,0,0,2.6390573296152584
26.24,1,7.0015,78,29.545,2,0,0,2011,6,12,7,0,0,3.5263605246161616
28.7,1,0.0,74,33.335,2,0,0,2011,6,12,8,0,0,4.5217885770490405
29.52,1,0.0,66,34.09,2,0,0,2011,6,12,9,0,0,5.204006687076795
31.16,1,6.0032,58,35.605,2,0,0,2011,6,12,10,0,0,5.739792912179234
31.98,1,7.0015,55,36.365,2,0,0,2011,6,12,11,0,0,5.905361848054571
33.62,1,0.0,46,37.88,2,0,0,2011,6,12,12,0,0,6.040254711277414
31.98,1,19.0012,59,37.12,2,0,0,2011,6,12,13,0,0,5.921578419643816
33.62,1,16.9979,56,39.395,2,0,0,2011,6,12,14,0,0,5.752572638825633
32.8,1,19.9995,59,38.635,2,0,0,2011,6,12,15,0,0,5.886104031450156
27.88,3,19.0012,83,31.82,2,0,0,2011,6,12,16,0,0,5.857933154483459
27.88,3,19.0012,83,31.82,2,0,0,2011,6,12,17,0,0,5.529429087511423
28.7,1,11.0014,74,33.335,2,0,0,2011,6,12,18,0,0,5.545177444479562
28.7,1,7.0015,74,33.335,2,0,0,2011,6,12,19,0,0,5.407171771460119
27.06,1,11.0014,83,30.305,2,0,0,2011,6,12,20,0,0,5.327876168789581
27.06,1,7.0015,83,30.305,2,0,0,2011,6,12,21,0,0,4.941642422609304
26.24,1,8.9981,83,28.79,2,0,0,2011,6,12,22,0,0,4.852030263919617
26.24,1,12.998,78,29.545,2,0,0,2011,6,12,23,0,0,4.672828834461906
26.24,1,8.9981,78,29.545,2,0,1,2011,6,13,0,0,0,3.332204510175204
26.24,1,15.0013,73,30.305,2,0,1,2011,6,13,1,0,0,2.772588722239781
25.42,1,19.0012,73,29.545,2,0,1,2011,6,13,2,0,0,2.302585092994046
24.6,1,32.9975,60,30.305,2,0,1,2011,6,13,3,0,0,1.9459101490553132
22.96,1,19.9995,64,26.515,2,0,1,2011,6,13,4,0,0,1.3862943611198906
22.14,1,26.0027,64,25.76,2,0,1,2011,6,13,5,0,0,3.367295829986474
22.14,1,27.9993,64,25.76,2,0,1,2011,6,13,6,0,0,4.653960350157523
22.96,1,23.9994,56,26.515,2,0,1,2011,6,13,7,0,0,5.793013608384144
23.78,1,30.0026,49,27.275,2,0,1,2011,6,13,8,0,0,6.16541785423142
25.42,1,23.9994,46,31.06,2,0,1,2011,6,13,9,0,0,5.4116460518550396
26.24,1,22.0028,41,31.06,2,0,1,2011,6,13,10,0,0,4.770684624465665
27.06,1,19.9995,41,31.06,2,0,1,2011,6,13,11,0,0,5.0689042022202315
27.06,1,19.0012,41,31.06,2,0,1,2011,6,13,12,0,0,5.278114659230517
28.7,1,0.0,37,31.82,2,0,1,2011,6,13,13,0,0,5.424950017481403
28.7,1,16.9979,34,31.82,2,0,1,2011,6,13,14,0,0,5.298317366548036
28.7,1,30.0026,37,31.82,2,0,1,2011,6,13,15,0,0,5.220355825078324
28.7,1,27.9993,37,31.82,2,0,1,2011,6,13,16,0,0,5.786897381366708
28.7,1,22.0028,39,31.82,2,0,1,2011,6,13,17,0,0,6.398594934535208
28.7,1,23.9994,37,31.82,2,0,1,2011,6,13,18,0,0,6.373319789577012
27.06,1,19.0012,39,31.06,2,0,1,2011,6,13,19,0,0,6.0473721790462776
26.24,1,16.9979,44,31.06,2,0,1,2011,6,13,20,0,0,5.802118375377063
26.24,1,16.9979,41,31.06,2,0,1,2011,6,13,21,0,0,5.384495062789089
25.42,1,15.0013,46,31.06,2,0,1,2011,6,13,22,0,0,4.897839799950911
25.42,1,12.998,46,31.06,2,0,1,2011,6,13,23,0,0,4.48863636973214
24.6,1,12.998,49,31.06,2,0,1,2011,6,14,0,0,0,3.4339872044851463
24.6,1,16.9979,49,31.06,2,0,1,2011,6,14,1,0,0,2.5649493574615367
24.6,1,19.0012,49,31.06,2,0,1,2011,6,14,2,0,0,2.302585092994046
23.78,1,22.0028,53,27.275,2,0,1,2011,6,14,3,0,0,0.6931471805599453
22.14,1,16.9979,60,25.76,2,0,1,2011,6,14,4,0,0,1.0986122886681098
22.14,1,22.0028,56,25.76,2,0,1,2011,6,14,5,0,0,3.258096538021482
22.14,1,19.9995,56,25.76,2,0,1,2011,6,14,6,0,0,4.727387818712341
22.96,1,27.9993,52,26.515,2,0,1,2011,6,14,7,0,0,5.8998973535824915
23.78,1,26.0027,49,27.275,2,0,1,2011,6,14,8,0,0,6.186208623900494
25.42,1,12.998,46,31.06,2,0,1,2011,6,14,9,0,0,5.262690188904886
25.42,1,15.0013,46,31.06,2,0,1,2011,6,14,10,0,0,4.867534450455582
26.24,1,19.0012,41,31.06,2,0,1,2011,6,14,11,0,0,4.962844630259907
26.24,1,23.9994,41,31.06,2,0,1,2011,6,14,12,0,0,5.1298987149230735
26.24,1,15.0013,44,31.06,2,0,1,2011,6,14,13,0,0,5.342334251964811
26.24,2,12.998,47,31.06,2,0,1,2011,6,14,14,0,0,5.0689042022202315
26.24,1,11.0014,47,31.06,2,0,1,2011,6,14,15,0,0,5.181783550292085
27.88,1,12.998,41,31.82,2,0,1,2011,6,14,16,0,0,5.799092654460526
26.24,3,19.0012,50,31.06,2,0,1,2011,6,14,17,0,0,6.343880434126331
25.42,1,22.0028,51,31.06,2,0,1,2011,6,14,18,0,0,6.2878585601617845
26.24,1,23.9994,50,31.06,2,0,1,2011,6,14,19,0,0,5.955837369464831
24.6,1,11.0014,56,31.06,2,0,1,2011,6,14,20,0,0,5.6937321388027
24.6,1,19.9995,56,31.06,2,0,1,2011,6,14,21,0,0,5.493061443340548
23.78,1,15.0013,60,27.275,2,0,1,2011,6,14,22,0,0,5.236441962829949
22.96,1,15.0013,68,26.515,2,0,1,2011,6,14,23,0,0,4.700480365792417
22.96,1,23.9994,64,26.515,2,0,1,2011,6,15,0,0,0,3.9512437185814275
22.14,1,19.0012,64,25.76,2,0,1,2011,6,15,1,0,0,2.6390573296152584
21.32,1,15.0013,63,25.0,2,0,1,2011,6,15,2,0,0,2.1972245773362196
20.5,1,16.9979,68,24.24,2,0,1,2011,6,15,3,0,0,0.0
20.5,1,19.0012,63,24.24,2,0,1,2011,6,15,4,0,0,1.3862943611198906
19.68,1,19.0012,67,23.485,2,0,1,2011,6,15,5,0,0,3.044522437723423
20.5,1,16.9979,63,24.24,2,0,1,2011,6,15,6,0,0,4.795790545596741
22.14,1,8.9981,60,25.76,2,0,1,2011,6,15,7,0,0,5.91350300563827
23.78,1,8.9981,53,27.275,2,0,1,2011,6,15,8,0,0,6.210600077024653
24.6,1,0.0,49,31.06,2,0,1,2011,6,15,9,0,0,5.332718793265369
26.24,1,11.0014,47,31.06,2,0,1,2011,6,15,10,0,0,4.90527477843843
27.88,1,0.0,36,31.82,2,0,1,2011,6,15,11,0,0,5.099866427824199
28.7,1,15.0013,34,31.82,2,0,1,2011,6,15,12,0,0,5.351858133476067
30.34,1,19.0012,28,32.575,2,0,1,2011,6,15,13,0,0,5.241747015059643
30.34,1,0.0,28,32.575,2,0,1,2011,6,15,14,0,0,5.181783550292085
31.16,1,0.0,27,33.335,2,0,1,2011,6,15,15,0,0,5.099866427824199
31.16,1,8.9981,27,33.335,2,0,1,2011,6,15,16,0,0,5.7430031878094825
30.34,1,7.0015,28,32.575,2,0,1,2011,6,15,17,0,0,6.45833828334479
29.52,1,8.9981,32,32.575,2,0,1,2011,6,15,18,0,0,6.408528791059498
28.7,1,19.0012,37,31.82,2,0,1,2011,6,15,19,0,0,6.030685260261263
27.06,1,11.0014,44,31.06,2,0,1,2011,6,15,20,0,0,5.799092654460526
26.24,1,15.0013,47,31.06,2,0,1,2011,6,15,21,0,0,5.54907608489522
25.42,1,7.0015,50,31.06,2,0,1,2011,6,15,22,0,0,5.1647859739235145
25.42,1,0.0,53,31.06,2,0,1,2011,6,15,23,0,0,4.672828834461906
24.6,1,7.0015,56,31.06,2,0,1,2011,6,16,0,0,0,3.8501476017100584
23.78,1,0.0,60,27.275,2,0,1,2011,6,16,1,0,0,2.833213344056216
24.6,1,6.0032,56,31.06,2,0,1,2011,6,16,2,0,0,1.6094379124341003
22.96,2,6.0032,73,26.515,2,0,1,2011,6,16,3,0,0,1.3862943611198906
22.96,2,7.0015,68,26.515,2,0,1,2011,6,16,4,0,0,1.791759469228055
24.6,1,12.998,64,30.305,2,0,1,2011,6,16,5,0,0,3.2188758248682006
23.78,3,11.0014,73,27.275,2,0,1,2011,6,16,6,0,0,4.718498871295094
22.96,3,11.0014,78,26.515,2,0,1,2011,6,16,7,0,0,5.236441962829949
24.6,2,8.9981,69,29.545,2,0,1,2011,6,16,8,0,0,5.961005339623274
25.42,2,12.998,65,30.305,2,0,1,2011,6,16,9,0,0,5.564520407322694
27.06,2,16.9979,61,31.06,2,0,1,2011,6,16,10,0,0,4.795790545596741
27.88,2,19.9995,61,31.82,2,0,1,2011,6,16,11,0,0,5.0106352940962555
29.52,1,26.0027,54,33.335,2,0,1,2011,6,16,12,0,0,5.327876168789581
29.52,2,16.9979,54,33.335,2,0,1,2011,6,16,13,0,0,5.017279836814924
29.52,2,22.0028,54,33.335,2,0,1,2011,6,16,14,0,0,5.030437921392435
28.7,2,19.9995,61,32.575,2,0,1,2011,6,16,15,0,0,5.0689042022202315
27.06,3,12.998,69,31.06,2,0,1,2011,6,16,16,0,0,5.683579767338681
26.24,2,7.0015,78,29.545,2,0,1,2011,6,16,17,0,0,5.605802066295998
26.24,1,15.0013,83,28.79,2,0,1,2011,6,16,18,0,0,5.783825182329737
25.42,1,19.0012,83,28.79,2,0,1,2011,6,16,19,0,0,5.7899601708972535
25.42,1,22.0028,83,28.79,2,0,1,2011,6,16,20,0,0,5.303304908059076
25.42,3,16.9979,83,28.79,2,0,1,2011,6,16,21,0,0,5.236441962829949
25.42,3,16.9979,83,28.79,2,0,1,2011,6,16,22,0,0,5.017279836814924
24.6,3,16.9979,83,28.03,2,0,1,2011,6,16,23,0,0,2.772588722239781
22.96,1,6.0032,88,26.515,2,0,1,2011,6,17,0,0,0,3.1780538303479458
22.96,1,8.9981,94,26.515,2,0,1,2011,6,17,1,0,0,3.1354942159291497
22.96,1,7.0015,94,26.515,2,0,1,2011,6,17,2,0,0,2.5649493574615367
22.96,1,7.0015,94,26.515,2,0,1,2011,6,17,3,0,0,1.791759469228055
22.14,1,8.9981,94,25.76,2,0,1,2011,6,17,4,0,0,1.791759469228055
22.14,1,0.0,100,25.76,2,0,1,2011,6,17,5,0,0,2.5649493574615367
22.96,1,0.0,94,26.515,2,0,1,2011,6,17,6,0,0,4.574710978503383
24.6,1,0.0,83,28.03,2,0,1,2011,6,17,7,0,0,5.521460917862246
24.6,2,0.0,83,28.03,2,0,1,2011,6,17,8,0,0,6.118097198041348
28.7,1,12.998,58,32.575,2,0,1,2011,6,17,9,0,0,5.4116460518550396
28.7,1,12.998,58,32.575,2,0,1,2011,6,17,10,0,0,5.135798437050262
27.88,1,16.9979,69,31.82,2,0,1,2011,6,17,11,0,0,5.198497031265826
28.7,1,16.9979,65,32.575,2,0,1,2011,6,17,12,0,0,5.493061443340548
30.34,1,19.0012,62,34.09,2,0,1,2011,6,17,13,0,0,5.318119993844216
31.16,1,12.998,52,34.85,2,0,1,2011,6,17,14,0,0,5.3706380281276624
31.98,1,15.0013,43,34.85,2,0,1,2011,6,17,15,0,0,5.493061443340548
31.16,1,11.0014,45,34.09,2,0,1,2011,6,17,16,0,0,5.872117789475416
31.16,3,12.998,40,34.09,2,0,1,2011,6,17,17,0,0,6.313548046277095
31.16,3,12.998,40,34.09,2,0,1,2011,6,17,18,0,0,6.1092475827643655
26.24,3,16.9979,83,28.79,2,0,1,2011,6,17,19,0,0,5.793013608384144
26.24,1,7.0015,78,29.545,2,0,1,2011,6,17,20,0,0,5.44673737166631
26.24,1,6.0032,78,29.545,2,0,1,2011,6,17,21,0,0,5.337538079701318
25.42,1,8.9981,88,28.03,2,0,1,2011,6,17,22,0,0,5.1647859739235145
25.42,1,8.9981,83,28.79,2,0,1,2011,6,17,23,0,0,5.181783550292085
25.42,1,8.9981,88,28.03,2,0,0,2011,6,18,0,0,0,4.6443908991413725
25.42,1,7.0015,83,28.79,2,0,0,2011,6,18,1,0,0,4.553876891600541
24.6,1,0.0,88,27.275,2,0,0,2011,6,18,2,0,0,3.970291913552122
24.6,1,6.0032,88,27.275,2,0,0,2011,6,18,3,0,0,2.995732273553991
24.6,1,6.0032,88,27.275,2,0,0,2011,6,18,4,0,0,1.6094379124341003
25.42,1,0.0,83,28.79,2,0,0,2011,6,18,5,0,0,1.9459101490553132
25.42,1,7.0015,83,28.79,2,0,0,2011,6,18,6,0,0,3.295836866004329
26.24,1,8.9981,78,29.545,2,0,0,2011,6,18,7,0,0,4.04305126783455
27.06,1,6.0032,78,30.305,2,0,0,2011,6,18,8,0,0,4.875197323201151
28.7,1,15.0013,61,32.575,2,0,0,2011,6,18,9,0,0,5.384495062789089
29.52,1,12.998,62,34.09,2,0,0,2011,6,18,10,0,0,5.497168225293202
29.52,1,8.9981,62,34.09,2,0,0,2011,6,18,11,0,0,6.0014148779611505
30.34,1,6.0032,66,34.85,2,0,0,2011,6,18,12,0,0,6.040254711277414
31.16,1,0.0,55,34.85,2,0,0,2011,6,18,13,0,0,5.7899601708972535
32.8,2,19.0012,46,36.365,2,0,0,2011,6,18,14,0,0,5.811140992976701
33.62,2,8.9981,46,37.88,2,0,0,2011,6,18,15,0,0,5.905361848054571
31.16,2,15.0013,52,34.85,2,0,0,2011,6,18,16,0,0,6.148468295917647
31.16,2,11.0014,48,34.09,2,0,0,2011,6,18,17,0,0,6.1070228877422545
30.34,2,12.998,55,34.09,2,0,0,2011,6,18,18,0,0,5.942799375126701
30.34,2,7.0015,51,33.335,2,0,0,2011,6,18,19,0,0,5.786897381366708
29.52,2,8.9981,58,33.335,2,0,0,2011,6,18,20,0,0,5.236441962829949
29.52,2,7.0015,66,34.09,2,0,0,2011,6,18,21,0,0,5.209486152841421
29.52,2,8.9981,62,34.09,2,0,0,2011,6,18,22,0,0,5.081404364984463
29.52,2,0.0,62,34.09,2,0,0,2011,6,18,23,0,0,5.0106352940962555
28.7,1,0.0,65,32.575,2,0,0,2011,6,19,0,0,0,4.48863636973214
28.7,2,6.0032,65,32.575,2,0,0,2011,6,19,1,0,0,4.330733340286331
27.88,1,6.0032,74,31.82,2,0,0,2011,6,19,2,0,0,4.276666119016055
27.06,2,8.9981,78,30.305,2,0,0,2011,6,19,3,0,0,3.4011973816621555
27.06,2,8.9981,74,31.06,2,0,0,2011,6,19,4,0,0,2.833213344056216
27.06,2,0.0,78,30.305,2,0,0,2011,6,19,5,0,0,2.9444389791664403
27.06,2,11.0014,78,30.305,2,0,0,2011,6,19,6,0,0,3.4965075614664802
27.06,2,11.0014,78,30.305,2,0,0,2011,6,19,7,0,0,4.2626798770413155
27.88,3,7.0015,74,31.82,2,0,0,2011,6,19,8,0,0,4.430816798843313
27.88,2,7.0015,74,31.82,2,0,0,2011,6,19,9,0,0,5.1298987149230735
28.7,2,7.0015,61,32.575,2,0,0,2011,6,19,10,0,0,5.497168225293202
29.52,2,6.0032,58,33.335,2,0,0,2011,6,19,11,0,0,5.932245187448011
30.34,2,6.0032,55,34.09,2,0,0,2011,6,19,12,0,0,5.981414211254481
30.34,2,0.0,51,33.335,2,0,0,2011,6,19,13,0,0,5.8944028342648505
30.34,3,7.0015,58,34.09,2,0,0,2011,6,19,14,0,0,5.75890177387728
30.34,2,7.0015,55,34.09,2,0,0,2011,6,19,15,0,0,5.8916442118257715
31.16,2,0.0,48,34.09,2,0,0,2011,6,19,16,0,0,5.934894195619588
30.34,1,0.0,51,33.335,2,0,0,2011,6,19,17,0,0,5.983936280687191
30.34,2,6.0032,58,34.09,2,0,0,2011,6,19,18,0,0,5.69035945432406
29.52,1,8.9981,62,34.09,2,0,0,2011,6,19,19,0,0,5.739792912179234
28.7,1,12.998,70,32.575,2,0,0,2011,6,19,20,0,0,5.44673737166631
27.88,1,8.9981,79,31.82,2,0,0,2011,6,19,21,0,0,5.117993812416755
27.06,1,15.0013,78,30.305,2,0,0,2011,6,19,22,0,0,5.0238805208462765
27.06,1,12.998,78,30.305,2,0,0,2011,6,19,23,0,0,4.5217885770490405
27.06,1,0.0,50,31.06,3,0,1,2011,7,1,0,0,0,4.219507705176107
27.06,1,0.0,50,31.06,3,0,1,2011,7,1,1,0,0,3.4339872044851463
25.42,1,0.0,69,30.305,3,0,1,2011,7,1,2,0,0,2.5649493574615367
26.24,1,0.0,53,31.06,3,0,1,2011,7,1,3,0,0,2.3978952727983707
25.42,1,0.0,57,31.06,3,0,1,2011,7,1,4,0,0,1.791759469228055
24.6,1,8.9981,64,30.305,3,0,1,2011,7,1,5,0,0,3.4011973816621555
25.42,1,8.9981,61,30.305,3,0,1,2011,7,1,6,0,0,4.68213122712422
27.06,1,7.0015,54,31.06,3,0,1,2011,7,1,7,0,0,5.493061443340548
28.7,1,11.0014,42,31.82,3,0,1,2011,7,1,8,0,0,6.198478716492308
30.34,1,11.0014,35,32.575,3,0,1,2011,7,1,9,0,0,5.560681631015528
31.16,1,11.0014,33,33.335,3,0,1,2011,7,1,10,0,0,5.135798437050262
32.8,1,0.0,26,34.85,3,0,1,2011,7,1,11,0,0,5.365976015021851
32.8,1,0.0,26,34.85,3,0,1,2011,7,1,12,0,0,5.572154032177765
32.8,1,0.0,24,34.09,3,0,1,2011,7,1,13,0,0,5.676753802268282
33.62,1,12.998,23,34.85,3,0,1,2011,7,1,14,0,0,5.713732805509369
33.62,1,16.9979,21,34.85,3,0,1,2011,7,1,15,0,0,5.942799375126701
33.62,1,0.0,17,34.85,3,0,1,2011,7,1,16,0,0,6.056784013228625
33.62,1,12.998,21,34.85,3,0,1,2011,7,1,17,0,0,6.133398042996649
32.8,1,16.9979,24,34.09,3,0,1,2011,7,1,18,0,0,6.045005314036012
31.98,1,12.998,25,33.335,3,0,1,2011,7,1,19,0,0,5.762051382780177
29.52,1,15.0013,42,32.575,3,0,1,2011,7,1,20,0,0,5.594711379601839
28.7,1,12.998,45,31.82,3,0,1,2011,7,1,21,0,0,5.384495062789089
28.7,1,0.0,42,31.82,3,0,1,2011,7,1,22,0,0,5.402677381872279
27.88,1,6.0032,47,31.82,3,0,1,2011,7,1,23,0,0,4.941642422609304
27.88,1,6.0032,47,31.82,3,0,0,2011,7,2,0,0,0,4.74493212836325
27.06,1,0.0,54,31.06,3,0,0,2011,7,2,1,0,0,4.356708826689592
26.24,1,0.0,53,31.06,3,0,0,2011,7,2,2,0,0,3.9512437185814275
26.24,1,0.0,53,31.06,3,0,0,2011,7,2,3,0,0,3.258096538021482
25.42,1,0.0,61,30.305,3,0,0,2011,7,2,4,0,0,2.3978952727983707
23.78,1,7.0015,73,27.275,3,0,0,2011,7,2,5,0,0,2.6390573296152584
25.42,1,7.0015,69,30.305,3,0,0,2011,7,2,6,0,0,3.4657359027997265
26.24,1,0.0,65,30.305,3,0,0,2011,7,2,7,0,0,3.8066624897703196
27.88,1,0.0,57,31.82,3,0,0,2011,7,2,8,0,0,4.882801922586371
30.34,1,6.0032,51,33.335,3,0,0,2011,7,2,9,0,0,5.187385805840755
32.8,1,0.0,36,35.605,3,0,0,2011,7,2,10,0,0,5.602118820879701
32.8,1,6.0032,36,35.605,3,0,0,2011,7,2,11,0,0,5.877735781779639
33.62,1,8.9981,30,35.605,3,0,0,2011,7,2,12,0,0,5.924255797414532
33.62,1,7.0015,30,35.605,3,0,0,2011,7,2,13,0,0,6.0014148779611505
34.44,1,0.0,20,35.605,3,0,0,2011,7,2,14,0,0,5.971261839790462
35.26,1,11.0014,19,36.365,3,0,0,2011,7,2,15,0,0,5.802118375377063
36.08,1,15.0013,22,37.12,3,0,0,2011,7,2,16,0,0,5.986452005284438
34.44,1,15.0013,30,36.365,3,0,0,2011,7,2,17,0,0,5.855071922202427
33.62,1,19.0012,30,35.605,3,0,0,2011,7,2,18,0,0,5.948034989180646
32.8,1,15.0013,33,34.85,3,0,0,2011,7,2,19,0,0,5.720311776607412
31.16,1,19.0012,45,34.09,3,0,0,2011,7,2,20,0,0,5.648974238161206
30.34,1,12.998,48,33.335,3,0,0,2011,7,2,21,0,0,5.44673737166631
29.52,1,11.0014,51,33.335,3,0,0,2011,7,2,22,0,0,5.303304908059076
29.52,1,19.0012,54,33.335,3,0,0,2011,7,2,23,0,0,5.0369526024136295
28.7,1,15.0013,58,32.575,3,0,0,2011,7,3,0,0,0,4.969813299576001
28.7,2,11.0014,61,32.575,3,0,0,2011,7,3,1,0,0,4.356708826689592
28.7,1,12.998,58,32.575,3,0,0,2011,7,3,2,0,0,4.23410650459726
27.88,3,6.0032,65,31.82,3,0,0,2011,7,3,3,0,0,3.4965075614664802
27.88,3,6.0032,65,31.82,3,0,0,2011,7,3,4,0,0,1.6094379124341003
25.42,3,12.998,83,28.79,3,0,0,2011,7,3,5,0,0,0.0
25.42,2,6.0032,94,27.275,3,0,0,2011,7,3,6,0,0,1.0986122886681098
26.24,2,12.998,89,28.79,3,0,0,2011,7,3,7,0,0,3.2188758248682006
27.88,1,15.0013,79,31.82,3,0,0,2011,7,3,8,0,0,4.5217885770490405
28.7,1,16.9979,74,33.335,3,0,0,2011,7,3,9,0,0,5.198497031265826
30.34,1,11.0014,66,34.85,3,0,0,2011,7,3,10,0,0,5.575949103146316
31.16,1,7.0015,62,35.605,3,0,0,2011,7,3,11,0,0,5.966146739123692
32.8,1,7.0015,55,37.88,3,0,0,2011,7,3,12,0,0,6.0014148779611505
32.8,1,15.0013,59,38.635,3,0,0,2011,7,3,13,0,0,6.042632833682381
33.62,1,16.9979,56,39.395,3,0,0,2011,7,3,14,0,0,5.926926025970411
34.44,1,19.9995,53,40.15,3,0,0,2011,7,3,15,0,0,5.929589143389895
34.44,1,19.9995,53,40.15,3,0,0,2011,7,3,16,0,0,6.025865973825314
32.8,3,56.9969,49,37.12,3,0,0,2011,7,3,17,0,0,5.8805329864007
32.8,3,56.9969,49,37.12,3,0,0,2011,7,3,18,0,0,5.198497031265826
27.06,2,12.998,83,30.305,3,0,0,2011,7,3,19,0,0,5.209486152841421
27.06,3,0.0,83,30.305,3,0,0,2011,7,3,20,0,0,5.170483995038151
27.06,2,11.0014,83,30.305,3,0,0,2011,7,3,21,0,0,5.117993812416755
27.06,2,7.0015,78,30.305,3,0,0,2011,7,3,22,0,0,5.087596335232384
26.24,1,11.0014,83,28.79,3,0,0,2011,7,3,23,0,0,4.990432586778736
26.24,1,8.9981,83,28.79,3,1,0,2011,7,4,0,0,0,4.941642422609304
26.24,1,6.0032,83,28.79,3,1,0,2011,7,4,1,0,0,4.77912349311153
26.24,1,0.0,83,28.79,3,1,0,2011,7,4,2,0,0,4.143134726391533
26.24,1,0.0,78,29.545,3,1,0,2011,7,4,3,0,0,3.258096538021482
27.06,2,6.0032,78,30.305,3,1,0,2011,7,4,4,0,0,2.4849066497880004
26.24,2,8.9981,83,28.79,3,1,0,2011,7,4,5,0,0,1.3862943611198906
26.24,1,11.0014,89,28.79,3,1,0,2011,7,4,6,0,0,2.772588722239781
27.06,1,8.9981,83,30.305,3,1,0,2011,7,4,7,0,0,3.58351893845611
28.7,1,7.0015,74,33.335,3,1,0,2011,7,4,8,0,0,4.454347296253507
29.52,2,6.0032,66,34.09,3,1,0,2011,7,4,9,0,0,5.472270673671475
31.16,2,6.0032,55,34.85,3,1,0,2011,7,4,10,0,0,5.634789603169249
31.16,2,6.0032,55,34.85,3,1,0,2011,7,4,11,0,0,5.855071922202427
31.98,2,0.0,52,35.605,3,1,0,2011,7,4,12,0,0,6.102558594613569
31.98,2,0.0,49,35.605,3,1,0,2011,7,4,13,0,0,6.0473721790462776
32.8,1,0.0,46,36.365,3,1,0,2011,7,4,14,0,0,6.0112671744041615
33.62,1,6.0032,43,37.12,3,1,0,2011,7,4,15,0,0,6.0112671744041615
33.62,1,0.0,41,37.12,3,1,0,2011,7,4,16,0,0,6.113682179832232
32.8,1,0.0,46,36.365,3,1,0,2011,7,4,17,0,0,6.077642243349034
32.8,1,8.9981,46,36.365,3,1,0,2011,7,4,18,0,0,6.035481432524756
31.98,2,11.0014,49,35.605,3,1,0,2011,7,4,19,0,0,5.926926025970411
31.16,2,7.0015,55,34.85,3,1,0,2011,7,4,20,0,0,5.955837369464831
30.34,2,7.0015,62,34.09,3,1,0,2011,7,4,21,0,0,6.124683390894205
30.34,2,8.9981,62,34.09,3,1,0,2011,7,4,22,0,0,5.786897381366708
29.52,2,7.0015,70,34.09,3,1,0,2011,7,4,23,0,0,4.927253685157205
28.7,2,11.0014,65,32.575,3,0,1,2011,7,5,0,0,0,4.007333185232471
28.7,1,7.0015,65,32.575,3,0,1,2011,7,5,1,0,0,3.6635616461296463
27.06,1,6.0032,74,31.06,3,0,1,2011,7,5,2,0,0,2.5649493574615367
27.06,1,15.0013,74,31.06,3,0,1,2011,7,5,3,0,0,2.0794415416798357
27.06,1,11.0014,69,31.06,3,0,1,2011,7,5,4,0,0,1.6094379124341003
27.06,1,0.0,69,31.06,3,0,1,2011,7,5,5,0,0,2.995732273553991
27.06,1,6.0032,74,31.06,3,0,1,2011,7,5,6,0,0,4.543294782270004
28.7,1,6.0032,65,32.575,3,0,1,2011,7,5,7,0,0,5.598421958998375
29.52,1,8.9981,62,34.09,3,0,1,2011,7,5,8,0,0,6.068425588244111
30.34,1,8.9981,58,34.09,3,0,1,2011,7,5,9,0,0,5.424950017481403
31.16,1,7.0015,52,34.85,3,0,1,2011,7,5,10,0,0,4.9344739331306915
31.98,1,7.0015,46,34.85,3,0,1,2011,7,5,11,0,0,5.147494476813453
32.8,1,7.0015,43,36.365,3,0,1,2011,7,5,12,0,0,5.303304908059076
33.62,1,7.0015,43,37.12,3,0,1,2011,7,5,13,0,0,5.313205979041787
32.8,1,11.0014,49,37.12,3,0,1,2011,7,5,14,0,0,5.181783550292085
33.62,1,0.0,43,37.12,3,0,1,2011,7,5,15,0,0,5.087596335232384
33.62,1,7.0015,46,37.88,3,0,1,2011,7,5,16,0,0,5.638354669333745
