temp,weather,windspeed,humidity,season,count,year,month,hour
18.86,2,12.998,31,2,303,2011,4,16
18.86,2,8.9981,28,2,274,2011,4,17
18.86,2,8.9981,31,2,172,2011,4,18
17.22,2,12.998,44,2,144,2011,4,19
17.22,3,15.0013,41,2,79,2011,4,20
17.22,2,15.0013,44,2,45,2011,4,21
16.4,1,7.0015,43,2,36,2011,4,22
16.4,1,6.0032,50,2,31,2011,4,23
16.4,1,15.0013,50,2,6,2011,4,0
16.4,1,23.9994,56,2,11,2011,4,1
15.58,1,16.9979,66,2,2,2011,4,2
15.58,1,19.0012,66,2,1,2011,4,3
15.58,1,19.9995,71,2,2,2011,4,4
16.4,1,16.9979,62,2,7,2011,4,5
17.22,1,19.0012,58,2,46,2011,4,6
18.04,2,16.9979,54,2,157,2011,4,7
18.86,2,19.9995,55,2,339,2011,4,8
20.5,2,26.0027,51,2,158,2011,4,9
22.14,2,23.9994,45,2,90,2011,4,10
24.6,1,26.0027,40,2,124,2011,4,11
26.24,1,31.0009,36,2,157,2011,4,12
27.88,1,22.0028,34,2,139,2011,4,13
30.34,2,32.9975,27,2,123,2011,4,14
31.16,1,36.9974,23,2,143,2011,4,15
31.16,1,35.0008,22,2,189,2011,4,16
30.34,1,40.9973,23,2,366,2011,4,17
29.52,2,32.9975,23,2,386,2011,4,18
28.7,1,31.0009,24,2,278,2011,4,19
28.7,2,36.9974,24,2,173,2011,4,20
28.7,2,30.0026,30,2,95,2011,4,21
27.88,2,31.0009,36,2,75,2011,4,22
26.24,2,15.0013,47,2,48,2011,4,23
25.42,1,7.0015,50,2,22,2011,4,0
25.42,3,27.9993,57,2,15,2011,4,1
22.14,2,22.0028,73,2,5,2011,4,2
22.14,2,22.0028,73,2,4,2011,4,3
20.5,3,32.9975,88,2,2,2011,4,4
18.86,3,19.9995,94,2,5,2011,4,5
19.68,2,22.0028,88,2,38,2011,4,6
19.68,2,22.0028,88,2,134,2011,4,7
15.58,3,39.0007,87,2,157,2011,4,8
14.76,3,32.9975,87,2,46,2011,4,9
13.94,3,26.0027,81,2,28,2011,4,10
13.12,3,30.0026,81,2,19,2011,4,11
13.94,2,26.0027,71,2,38,2011,4,12
14.76,2,27.9993,63,2,56,2011,4,13
14.76,2,32.9975,57,2,76,2011,4,14
16.4,1,31.0009,46,2,68,2011,4,15
15.58,1,27.9993,46,2,130,2011,4,16
17.22,1,27.9993,38,2,273,2011,4,17
15.58,1,32.9975,40,2,267,2011,4,18
14.76,1,19.9995,43,2,160,2011,4,19
13.94,1,19.0012,46,2,91,2011,4,20
13.94,1,35.0008,46,2,89,2011,4,21
13.12,1,19.9995,49,2,46,2011,4,22
12.3,1,19.0012,49,2,26,2011,4,23
12.3,1,7.0015,49,2,15,2011,4,0
10.66,1,8.9981,60,2,2,2011,4,1
9.84,1,8.9981,70,2,5,2011,4,2
10.66,1,8.9981,60,2,4,2011,4,3
9.84,1,8.9981,65,2,1,2011,4,4
9.84,1,7.0015,70,2,13,2011,4,5
9.84,1,7.0015,70,2,56,2011,4,6
10.66,1,7.0015,65,2,133,2011,4,7
13.12,1,15.0013,61,2,325,2011,4,8
14.76,1,16.9979,46,2,165,2011,4,9
16.4,1,26.0027,37,2,69,2011,4,10
17.22,1,26.0027,38,2,93,2011,4,11
18.04,1,16.9979,41,2,134,2011,4,12
18.86,1,32.9975,38,2,112,2011,4,13
20.5,1,27.9993,34,2,115,2011,4,14
21.32,1,22.0028,32,2,117,2011,4,15
22.14,1,27.9993,28,2,169,2011,4,16
21.32,1,30.0026,32,2,356,2011,4,17
21.32,1,23.9994,29,2,325,2011,4,18
20.5,1,19.9995,31,2,232,2011,4,19
18.86,1,15.0013,51,2,141,2011,4,20
18.86,1,19.0012,41,2,102,2011,4,21
18.86,1,19.0012,41,2,84,2011,4,22
18.86,1,19.9995,41,2,40,2011,4,23
18.86,1,19.0012,41,2,20,2011,4,0
17.22,1,8.9981,47,2,13,2011,4,1
17.22,1,8.9981,54,2,7,2011,4,2
14.76,1,12.998,66,2,3,2011,4,3
13.94,1,12.998,76,2,1,2011,4,4
13.94,1,15.0013,76,2,6,2011,4,5
13.12,1,16.9979,81,2,64,2011,4,6
13.94,2,11.0014,76,2,160,2011,4,7
14.76,1,12.998,76,2,314,2011,4,8
16.4,2,8.9981,66,2,170,2011,4,9
17.22,2,7.0015,67,2,95,2011,4,10
18.86,2,8.9981,55,2,122,2011,4,11
18.86,2,8.9981,55,2,153,2011,4,12
21.32,2,6.0032,48,2,135,2011,4,13
22.96,1,6.0032,43,2,157,2011,4,14
24.6,1,7.0015,38,2,160,2011,4,15
24.6,1,8.9981,35,2,213,2011,4,16
21.32,1,19.0012,52,2,343,2011,4,17
19.68,1,16.9979,55,2,333,2011,4,18
18.86,1,19.9995,59,2,226,2011,4,19
18.04,1,11.0014,62,2,203,2011,4,20
18.04,2,19.0012,67,2,108,2011,4,21
16.4,2,12.998,76,2,81,2011,4,22
15.58,1,16.9979,76,2,54,2011,4,23
14.76,2,15.0013,76,2,25,2011,4,0
13.94,2,8.9981,76,2,9,2011,4,1
13.94,3,11.0014,76,2,13,2011,4,2
13.94,3,11.0014,76,2,1,2011,4,3
13.94,2,8.9981,86,2,1,2011,4,4
13.12,2,12.998,87,2,9,2011,4,5
13.94,2,8.9981,87,2,35,2011,4,6
13.94,3,11.0014,87,2,113,2011,4,7
13.94,3,11.0014,87,2,221,2011,4,8
14.76,2,12.998,76,2,185,2011,4,9
14.76,2,19.0012,71,2,73,2011,4,10
16.4,2,26.0027,62,2,98,2011,4,11
15.58,3,15.0013,66,2,80,2011,4,12
14.76,3,19.0012,76,2,42,2011,4,13
13.94,3,15.0013,87,2,15,2011,4,14
13.94,3,15.0013,87,2,25,2011,4,15
13.12,2,16.9979,93,2,60,2011,4,16
13.12,3,16.9979,93,2,148,2011,4,17
13.12,3,16.9979,93,2,62,2011,4,18
12.3,3,27.9993,93,2,53,2011,4,19
12.3,2,22.0028,93,2,63,2011,4,20
12.3,2,16.9979,93,2,54,2011,4,21
12.3,2,19.9995,93,2,51,2011,4,22
12.3,2,15.0013,93,2,35,2011,4,23
12.3,2,15.0013,87,2,31,2011,4,0
12.3,2,8.9981,87,2,20,2011,4,1
13.12,2,15.0013,87,2,17,2011,4,2
12.3,3,16.9979,100,2,14,2011,4,3
12.3,3,16.9979,100,2,3,2011,4,4
12.3,2,15.0013,93,2,5,2011,4,5
12.3,2,12.998,93,2,13,2011,4,6
12.3,2,11.0014,93,2,21,2011,4,7
13.12,2,11.0014,93,2,54,2011,4,8
13.94,2,7.0015,87,2,98,2011,4,9
13.94,2,8.9981,87,2,133,2011,4,10
14.76,2,8.9981,81,2,142,2011,4,11
14.76,2,8.9981,81,2,202,2011,4,12
14.76,2,8.9981,81,2,222,2011,4,13
14.76,2,8.9981,81,2,212,2011,4,14
14.76,2,8.9981,87,2,201,2011,4,15
15.58,2,8.9981,82,2,191,2011,4,16
15.58,2,6.0032,82,2,257,2011,4,17
15.58,2,7.0015,82,2,177,2011,4,18
15.58,2,8.9981,82,2,130,2011,4,19
15.58,2,11.0014,87,2,93,2011,4,20
14.76,2,8.9981,93,2,75,2011,4,21
14.76,2,8.9981,93,2,87,2011,4,22
15.58,2,6.0032,87,2,57,2011,4,23
15.58,2,6.0032,87,2,53,2011,4,0
15.58,2,8.9981,87,2,37,2011,4,1
15.58,2,6.0032,87,2,36,2011,4,2
15.58,2,8.9981,87,2,16,2011,4,3
14.76,2,7.0015,93,2,5,2011,4,4
14.76,2,6.0032,93,2,4,2011,4,5
14.76,2,6.0032,93,2,4,2011,4,6
14.76,2,6.0032,100,2,10,2011,4,7
15.58,2,6.0032,94,2,55,2011,4,8
15.58,2,8.9981,94,2,81,2011,4,9
16.4,2,8.9981,87,2,150,2011,4,10
16.4,2,8.9981,87,2,202,2011,4,11
17.22,2,8.9981,88,2,230,2011,4,12
18.86,1,7.0015,82,2,263,2011,4,13
20.5,1,12.998,72,2,281,2011,4,14
20.5,1,15.0013,77,2,297,2011,4,15
21.32,2,11.0014,72,2,288,2011,4,16
21.32,2,12.998,72,2,236,2011,4,17
20.5,1,12.998,77,2,240,2011,4,18
20.5,1,12.998,77,2,131,2011,4,19
18.86,1,8.9981,82,2,92,2011,4,20
18.04,1,12.998,88,2,95,2011,4,21
18.04,1,16.9979,94,2,57,2011,4,22
18.86,1,23.9994,88,2,32,2011,4,23
19.68,1,22.0028,88,2,23,2011,4,0
18.86,1,19.0012,94,2,4,2011,4,1
18.86,1,19.0012,94,2,9,2011,4,2
18.86,1,12.998,94,2,1,2011,4,4
18.86,1,12.998,94,2,13,2011,4,5
18.86,2,15.0013,100,2,61,2011,4,6
20.5,2,15.0013,88,2,176,2011,4,7
21.32,2,19.0012,88,2,314,2011,4,8
22.96,2,19.0012,83,2,165,2011,4,9
22.96,2,19.9995,83,2,96,2011,4,10
24.6,2,19.9995,73,2,104,2011,4,11
24.6,2,22.0028,73,2,134,2011,4,12
26.24,2,27.9993,69,2,139,2011,4,13
29.52,2,23.9994,54,2,145,2011,4,14
30.34,1,35.0008,48,2,141,2011,4,15
30.34,1,35.0008,48,2,235,2011,4,16
30.34,1,35.0008,48,2,452,2011,4,17
29.52,1,26.0027,51,2,383,2011,4,18
29.52,1,30.0026,51,2,284,2011,4,19
27.88,1,35.0008,57,2,166,2011,4,20
27.06,1,16.9979,61,2,158,2011,4,21
26.24,2,19.0012,50,2,91,2011,4,22
23.78,3,8.9981,60,2,54,2011,4,23
25.42,2,7.0015,50,2,24,2011,4,0
25.42,2,6.0032,50,2,13,2011,4,1
24.6,2,8.9981,53,2,14,2011,4,2
23.78,2,8.9981,56,2,1,2011,4,3
22.96,2,8.9981,64,2,6,2011,4,4
22.14,2,8.9981,68,2,16,2011,4,5
22.14,2,19.0012,68,2,58,2011,4,6
22.14,2,15.0013,68,2,189,2011,4,7
19.68,3,26.0027,88,2,226,2011,4,8
18.86,3,32.9975,94,2,54,2011,4,9
20.5,3,27.9993,82,2,40,2011,4,10
21.32,1,23.9994,77,2,49,2011,4,11
22.96,2,31.0009,64,2,92,2011,4,12
22.14,3,19.0012,68,2,106,2011,4,13
20.5,2,19.0012,82,2,44,2011,4,14
19.68,2,35.0008,77,2,78,2011,4,15
19.68,2,26.0027,77,2,99,2011,4,16
18.04,3,15.0013,77,2,291,2011,4,17
18.04,3,15.0013,77,2,224,2011,4,18
17.22,2,19.0012,82,2,130,2011,4,19
17.22,2,19.0012,82,2,103,2011,4,20
17.22,2,12.998,82,2,84,2011,4,21
16.4,2,19.9995,94,2,54,2011,4,22
16.4,2,16.9979,94,2,39,2011,4,23
16.4,2,19.9995,100,2,15,2011,4,0
16.4,2,19.9995,100,2,1,2011,4,1
16.4,3,19.9995,100,2,2,2011,4,2
16.4,3,22.0028,94,2,2,2011,4,3
16.4,3,22.0028,94,2,3,2011,4,4
15.58,3,16.9979,94,2,5,2011,4,5
15.58,3,15.0013,94,2,34,2011,4,6
14.76,3,15.0013,100,2,70,2011,4,7
15.58,3,12.998,94,2,164,2011,4,8
15.58,2,15.0013,94,2,65,2011,4,9
16.4,2,12.998,87,2,46,2011,4,10
17.22,2,12.998,82,2,61,2011,4,11
17.22,3,16.9979,82,2,95,2011,4,12
18.04,2,12.998,77,2,61,2011,4,13
17.22,2,16.9979,77,2,106,2011,4,14
18.04,2,19.0012,72,2,81,2011,4,15
18.86,1,19.0012,67,2,142,2011,4,16
18.86,1,19.9995,67,2,309,2011,4,17
18.04,1,26.0027,62,2,321,2011,4,18
18.04,1,16.9979,62,2,175,2011,4,19
18.04,1,16.9979,62,2,126,2011,4,20
17.22,1,11.0014,67,2,117,2011,4,21
17.22,1,12.998,67,2,99,2011,4,22
16.4,1,8.9981,71,2,62,2011,4,23
15.58,1,8.9981,76,2,21,2011,4,0
15.58,1,15.0013,76,2,10,2011,4,1
14.76,1,8.9981,76,2,3,2011,4,2
13.94,1,8.9981,81,2,2,2011,4,3
13.94,1,8.9981,76,2,9,2011,4,4
13.94,1,6.0032,76,2,14,2011,4,5
13.94,1,7.0015,76,2,70,2011,4,6
15.58,1,8.9981,66,2,193,2011,4,7
17.22,1,11.0014,58,2,337,2011,4,8
18.86,1,8.9981,51,2,170,2011,4,9
20.5,1,12.998,51,2,89,2011,4,10
21.32,1,11.0014,45,2,115,2011,4,11
22.14,1,8.9981,42,2,145,2011,4,12
22.96,1,15.0013,37,2,159,2011,4,13
22.96,1,6.0032,35,2,137,2011,4,14
24.6,1,6.0032,31,2,142,2011,4,15
24.6,1,7.0015,26,2,202,2011,4,16
24.6,1,8.9981,28,2,388,2011,4,17
22.96,1,8.9981,30,2,337,2011,4,18
22.14,1,8.9981,32,2,259,2011,4,19
20.5,1,12.998,51,2,169,2011,4,20
18.86,1,8.9981,63,2,145,2011,4,21
19.68,1,7.0015,55,2,104,2011,4,22
18.86,1,7.0015,59,2,47,2011,4,23
18.04,1,8.9981,67,2,27,2011,4,0
18.04,1,8.9981,62,2,15,2011,4,1
16.4,1,8.9981,76,2,18,2011,4,2
16.4,1,8.9981,76,2,3,2011,4,3
15.58,1,6.0032,82,2,3,2011,4,4
14.76,1,7.0015,81,2,13,2011,4,5
14.76,1,6.0032,81,2,47,2011,4,6
16.4,1,11.0014,71,2,149,2011,4,7
18.04,1,19.9995,62,2,300,2011,4,8
20.5,1,12.998,55,2,178,2011,4,9
20.5,1,12.998,55,2,122,2011,4,10
21.32,1,12.998,55,2,136,2011,4,11
21.32,1,19.0012,55,2,200,2011,4,12
22.14,1,16.9979,52,2,180,2011,4,13
22.14,1,16.9979,52,2,163,2011,4,14
22.14,1,30.0026,52,2,162,2011,4,15
21.32,1,32.9975,55,2,243,2011,4,16
20.5,2,26.0027,63,2,331,2011,4,17
18.86,2,26.0027,67,2,263,2011,4,18
17.22,1,26.0027,77,2,209,2011,4,19
16.4,2,22.0028,76,2,118,2011,4,20
16.4,2,19.9995,76,2,102,2011,4,21
15.58,2,26.0027,82,2,80,2011,4,22
14.76,2,12.998,81,2,64,2011,4,23
14.76,2,15.0013,81,2,43,2011,4,0
14.76,2,19.0012,87,2,33,2011,4,1
14.76,2,8.9981,87,2,24,2011,4,2
14.76,2,11.0014,87,2,14,2011,4,3
14.76,2,15.0013,87,2,5,2011,4,4
15.58,2,19.0012,87,2,4,2011,4,5
16.4,3,22.0028,82,2,10,2011,4,6
16.4,2,27.9993,82,2,21,2011,4,7
16.4,3,23.9994,87,2,45,2011,4,8
16.4,3,19.9995,100,2,29,2011,4,9
17.22,3,26.0027,94,2,22,2011,4,10
17.22,3,30.0026,94,2,31,2011,4,11
18.86,2,39.0007,88,2,32,2011,4,12
18.86,3,35.0008,94,2,58,2011,4,13
21.32,3,39.0007,83,2,63,2011,4,14
21.32,3,39.0007,83,2,78,2011,4,15
20.5,3,31.0009,88,2,33,2011,4,16
20.5,3,39.0007,88,2,15,2011,4,17
20.5,2,26.0027,94,2,38,2011,4,18
21.32,2,27.9993,94,2,71,2011,4,19
18.04,3,15.0013,94,2,53,2011,4,20
18.04,2,8.9981,94,2,14,2011,4,21
17.22,3,8.9981,100,2,24,2011,4,22
18.04,2,19.0012,77,2,35,2011,4,23
18.04,2,19.0012,77,2,33,2011,4,0
17.22,1,15.0013,67,2,31,2011,4,1
16.4,1,12.998,62,2,29,2011,4,2
16.4,1,8.9981,66,2,25,2011,4,3
14.76,1,7.0015,76,2,7,2011,4,4
14.76,1,11.0014,71,2,3,2011,4,5
14.76,1,30.0026,66,2,8,2011,4,6
14.76,1,23.9994,50,2,16,2011,4,7
15.58,1,26.0027,46,2,43,2011,4,8
16.4,1,19.0012,43,2,102,2011,4,9
17.22,1,30.0026,44,2,211,2011,4,10
18.86,1,27.9993,41,2,304,2011,4,11
18.86,1,26.0027,38,2,354,2011,4,12
20.5,1,26.0027,34,2,343,2011,4,13
21.32,1,26.0027,34,2,361,2011,4,14
22.14,1,35.0008,32,2,388,2011,4,15
22.14,1,23.9994,30,2,343,2011,4,16
22.96,1,30.0026,30,2,306,2011,4,17
22.96,1,26.0027,30,2,277,2011,4,18
22.96,1,19.9995,30,2,210,2011,4,19
21.32,1,12.998,36,2,141,2011,4,20
20.5,1,12.998,42,2,83,2011,4,21
20.5,1,7.0015,39,2,70,2011,4,22
18.04,1,11.0014,67,2,56,2011,4,23
18.86,1,6.0032,47,2,39,2011,4,0
18.86,1,8.9981,47,2,19,2011,4,1
17.22,1,7.0015,67,2,16,2011,4,2
17.22,1,7.0015,62,2,7,2011,4,3
16.4,1,11.0014,87,2,6,2011,4,4
16.4,1,6.0032,76,2,16,2011,4,5
16.4,1,8.9981,82,2,54,2011,4,6
18.86,1,8.9981,63,2,168,2011,4,7
18.86,1,8.9981,63,2,297,2011,4,8
20.5,2,7.0015,55,2,169,2011,4,9
21.32,2,7.0015,55,2,109,2011,4,10
22.14,2,6.0032,52,2,123,2011,4,11
22.96,2,6.0032,49,2,184,2011,4,12
22.96,2,11.0014,49,2,169,2011,4,13
23.78,2,12.998,49,2,144,2011,4,14
24.6,2,12.998,43,2,176,2011,4,15
24.6,1,19.0012,46,2,205,2011,4,16
23.78,1,19.0012,49,2,428,2011,4,17
26.24,1,23.9994,31,2,362,2011,4,18
22.96,1,16.9979,46,2,286,2011,4,19
24.6,1,19.9995,33,2,165,2011,4,20
22.96,1,19.0012,37,2,151,2011,4,21
21.32,1,19.0012,55,2,90,2011,4,22
20.5,1,16.9979,59,2,46,2011,4,23
20.5,1,15.0013,55,2,25,2011,4,0
18.86,1,15.0013,63,2,7,2011,4,1
18.86,1,19.0012,67,2,13,2011,4,2
19.68,1,15.0013,63,2,3,2011,4,3
18.86,1,6.0032,67,2,5,2011,4,4
18.86,2,12.998,72,2,18,2011,4,5
19.68,2,8.9981,67,2,65,2011,4,6
21.32,2,8.9981,55,2,188,2011,4,7
20.5,2,8.9981,68,2,351,2011,4,8
21.32,3,6.0032,63,2,162,2011,4,9
20.5,2,15.0013,72,2,75,2011,4,10
22.14,2,11.0014,68,2,72,2011,4,11
22.14,2,6.0032,64,2,103,2011,4,12
22.14,2,15.0013,68,2,129,2011,4,13
22.14,2,12.998,64,2,107,2011,4,14
22.14,2,11.0014,65,2,127,2011,4,15
22.96,1,19.9995,52,2,192,2011,4,16
22.96,1,7.0015,60,2,411,2011,4,17
22.14,2,8.9981,64,2,421,2011,4,18
20.5,2,12.998,72,2,276,2011,4,19
20.5,2,15.0013,72,2,168,2011,4,20
20.5,2,8.9981,72,2,122,2011,4,21
19.68,1,6.0032,77,2,112,2011,4,22
18.86,1,6.0032,88,2,52,2011,4,23
17.22,1,6.0032,67,2,96,2011,5,0
17.22,1,7.0015,69,2,59,2011,5,1
17.22,1,7.0015,77,2,50,2011,5,2
16.4,1,7.0015,82,2,23,2011,5,3
16.4,1,7.0015,76,2,17,2011,5,4
16.4,1,6.0032,82,2,10,2011,5,5
16.4,2,6.0032,82,2,13,2011,5,6
17.22,2,6.0032,77,2,33,2011,5,7
18.04,2,8.9981,77,2,59,2011,5,8
18.86,2,8.9981,72,2,141,2011,5,9
19.68,2,12.998,63,2,264,2011,5,10
18.86,1,7.0015,82,2,250,2011,5,11
19.68,2,7.0015,77,2,281,2011,5,12
20.5,2,11.0014,63,2,332,2011,5,13
20.5,2,7.0015,68,2,238,2011,5,14
20.5,2,8.9981,72,2,266,2011,5,15
20.5,2,12.998,72,2,214,2011,5,16
19.68,2,16.9979,82,2,196,2011,5,17
18.86,2,6.0032,82,2,159,2011,5,18
18.86,2,7.0015,84,2,178,2011,5,19
18.86,2,8.9981,82,2,121,2011,5,20
18.86,2,8.9981,82,2,105,2011,5,21
18.86,2,8.9981,82,2,100,2011,5,22
18.86,1,12.998,77,2,146,2011,5,23
18.86,1,8.9981,72,2,177,2011,5,0
18.86,1,8.9981,72,2,114,2011,5,1
18.04,2,15.0013,77,2,35,2011,5,2
18.04,1,8.9981,77,2,16,2011,5,3
18.04,1,11.0014,77,2,17,2011,5,4
18.04,2,8.9981,77,2,20,2011,5,5
18.04,1,7.0015,88,2,62,2011,5,6
18.86,2,22.0028,82,2,209,2011,5,7
19.68,2,15.0013,77,2,371,2011,5,8
20.5,2,19.0012,77,2,172,2011,5,9
22.14,2,15.0013,77,2,108,2011,5,10
23.78,1,19.9995,73,2,130,2011,5,11
25.42,1,15.0013,69,2,187,2011,5,12
25.42,2,12.998,69,2,170,2011,5,13
26.24,1,15.0013,69,2,181,2011,5,14
27.06,1,12.998,61,2,155,2011,5,15
27.06,1,15.0013,61,2,269,2011,5,16
27.06,1,12.998,65,2,537,2011,5,17
26.24,2,12.998,65,2,518,2011,5,18
25.42,2,8.9981,69,2,314,2011,5,19
25.42,2,8.9981,69,2,218,2011,5,20
24.6,2,7.0015,73,2,232,2011,5,21
24.6,2,8.9981,73,2,125,2011,5,22
22.96,2,12.998,83,2,64,2011,5,23
22.96,2,15.0013,83,2,16,2011,5,0
22.96,2,16.9979,78,2,14,2011,5,1
22.96,2,16.9979,78,2,5,2011,5,2
22.14,1,19.0012,83,2,2,2011,5,3
21.32,1,15.0013,88,2,4,2011,5,4
21.32,1,8.9981,88,2,14,2011,5,5
21.32,2,11.0014,94,2,109,2011,5,6
22.14,2,15.0013,88,2,265,2011,5,7
22.96,2,19.0012,83,2,459,2011,5,8
24.6,2,23.9994,78,2,186,2011,5,9
26.24,2,23.9994,69,2,127,2011,5,10
27.06,2,22.0028,65,2,140,2011,5,11
27.88,2,32.9975,61,2,217,2011,5,12
28.7,2,40.9973,58,2,194,2011,5,13
28.7,2,35.0008,58,2,158,2011,5,14
28.7,2,30.0026,58,2,154,2011,5,15
29.52,1,31.0009,54,2,271,2011,5,16
28.7,1,31.0009,54,2,517,2011,5,17
28.7,1,27.9993,48,2,544,2011,5,18
27.88,1,23.9994,57,2,365,2011,5,19
27.06,1,12.998,61,2,290,2011,5,20
26.24,2,30.0026,61,2,225,2011,5,21
23.78,2,26.0027,60,2,113,2011,5,22
22.96,2,22.0028,68,2,62,2011,5,23
21.32,3,11.0014,77,2,27,2011,5,0
20.5,3,19.0012,82,2,7,2011,5,1
20.5,3,19.0012,82,2,4,2011,5,2
17.22,3,35.0008,88,2,1,2011,5,3
15.58,3,22.0028,94,2,3,2011,5,4
14.76,3,22.0028,87,2,9,2011,5,5
13.94,3,26.0027,93,2,21,2011,5,6
13.94,3,23.9994,93,2,52,2011,5,7
13.94,3,26.0027,93,2,79,2011,5,8
13.94,3,23.9994,93,2,40,2011,5,9
13.94,2,19.0012,93,2,31,2011,5,10
16.4,1,22.0028,82,2,72,2011,5,11
18.04,2,23.9994,62,2,124,2011,5,12
18.86,2,30.0026,59,2,143,2011,5,13
20.5,1,26.0027,51,2,107,2011,5,14
19.68,1,27.9993,51,2,129,2011,5,15
20.5,1,31.0009,45,2,195,2011,5,16
16.4,1,16.9979,71,2,410,2011,5,17
17.22,1,16.9979,67,2,396,2011,5,18
17.22,1,23.9994,58,2,296,2011,5,19
16.4,1,22.0028,62,2,191,2011,5,20
16.4,1,11.0014,62,2,150,2011,5,21
15.58,1,15.0013,62,2,89,2011,5,22
14.76,1,15.0013,62,2,57,2011,5,23
14.76,1,12.998,66,2,27,2011,5,0
13.94,1,12.998,71,2,10,2011,5,1
13.94,1,15.0013,66,2,5,2011,5,2
13.94,1,16.9979,66,2,4,2011,5,3
13.94,1,16.9979,66,2,7,2011,5,4
13.94,1,16.9979,66,2,30,2011,5,5
13.94,1,16.9979,66,2,89,2011,5,6
15.58,1,16.9979,58,2,271,2011,5,7
17.22,1,16.9979,50,2,440,2011,5,8
18.86,1,19.0012,44,2,184,2011,5,9
20.5,1,19.0012,39,2,128,2011,5,10
21.32,1,30.0026,36,2,148,2011,5,11
21.32,1,23.9994,34,2,196,2011,5,12
22.14,1,39.0007,30,2,192,2011,5,13
22.14,1,30.0026,28,2,154,2011,5,14
22.96,1,32.9975,26,2,147,2011,5,15
23.78,1,27.9993,24,2,269,2011,5,16
22.96,1,26.0027,26,2,533,2011,5,17
22.96,1,19.0012,26,2,520,2011,5,18
22.14,1,15.0013,28,2,361,2011,5,19
20.5,1,11.0014,34,2,258,2011,5,20
20.5,1,12.998,36,2,180,2011,5,21
19.68,1,12.998,39,2,165,2011,5,22
18.86,1,12.998,41,2,115,2011,5,23
18.04,1,11.0014,44,2,56,2011,5,0
16.4,1,11.0014,62,2,32,2011,5,1
15.58,1,7.0015,62,2,16,2011,5,2
14.76,1,7.0015,71,2,9,2011,5,3
14.76,1,7.0015,71,2,1,2011,5,4
13.94,1,7.0015,81,2,16,2011,5,5
14.76,1,6.0032,81,2,82,2011,5,6
16.4,1,8.9981,82,2,222,2011,5,7
17.22,1,16.9979,77,2,450,2011,5,8
18.86,1,19.0012,67,2,188,2011,5,9
22.14,2,22.0028,49,2,127,2011,5,10
22.14,2,22.0028,49,2,165,2011,5,11
22.96,1,23.9994,49,2,246,2011,5,12
23.78,1,22.0028,40,2,253,2011,5,13
24.6,1,30.0026,40,2,213,2011,5,14
24.6,1,26.0027,38,2,260,2011,5,15
24.6,1,16.9979,40,2,344,2011,5,16
23.78,1,23.9994,40,2,553,2011,5,17
22.14,3,23.9994,52,2,470,2011,5,18
22.14,3,23.9994,52,2,292,2011,5,19
21.32,1,7.0015,48,2,190,2011,5,20
19.68,1,8.9981,67,2,152,2011,5,21
18.86,1,15.0013,72,2,151,2011,5,22
18.04,1,8.9981,82,2,120,2011,5,23
17.22,1,8.9981,82,2,86,2011,5,0
17.22,1,7.0015,82,2,58,2011,5,1
17.22,1,6.0032,82,2,52,2011,5,2
17.22,1,6.0032,77,2,18,2011,5,3
16.4,1,7.0015,82,2,5,2011,5,4
18.86,1,8.9981,59,2,7,2011,5,5
17.22,1,6.0032,77,2,13,2011,5,6
19.68,1,8.9981,59,2,40,2011,5,7
21.32,1,12.998,52,2,115,2011,5,8
22.14,1,19.0012,49,2,218,2011,5,9
22.96,1,19.9995,49,2,298,2011,5,10
22.96,1,8.9981,43,2,347,2011,5,11
24.6,1,12.998,40,2,373,2011,5,12
24.6,1,19.0012,35,2,436,2011,5,13
24.6,3,11.0014,35,2,378,2011,5,14
24.6,1,16.9979,38,2,378,2011,5,15
24.6,1,12.998,38,2,342,2011,5,16
23.78,1,15.0013,40,2,354,2011,5,17
23.78,1,11.0014,37,2,289,2011,5,18
22.96,1,12.998,43,2,267,2011,5,19
22.96,1,8.9981,43,2,219,2011,5,20
22.14,1,15.0013,49,2,182,2011,5,21
22.14,1,12.998,49,2,120,2011,5,22
20.5,1,7.0015,59,2,119,2011,5,23
20.5,2,7.0015,59,2,100,2011,5,0
21.32,2,8.9981,55,2,64,2011,5,1
19.68,1,8.9981,63,2,59,2011,5,2
18.86,1,6.0032,72,2,31,2011,5,3
17.22,1,8.9981,82,2,10,2011,5,4
18.04,2,8.9981,77,2,5,2011,5,5
18.04,2,8.9981,82,2,6,2011,5,6
18.86,2,8.9981,82,2,23,2011,5,7
21.32,1,8.9981,63,2,86,2011,5,8
22.96,1,15.0013,52,2,160,2011,5,9
23.78,1,8.9981,49,2,244,2011,5,10
23.78,1,6.0032,49,2,340,2011,5,11
24.6,1,6.0032,46,2,382,2011,5,12
24.6,1,8.9981,49,2,390,2011,5,13
24.6,1,8.9981,49,2,366,2011,5,14
24.6,1,8.9981,49,2,358,2011,5,15
24.6,1,7.0015,46,2,385,2011,5,16
23.78,3,19.0012,49,2,351,2011,5,17
23.78,1,8.9981,49,2,268,2011,5,18
22.96,1,8.9981,64,2,239,2011,5,19
21.32,1,8.9981,77,2,174,2011,5,20
21.32,1,6.0032,77,2,127,2011,5,21
20.5,1,6.0032,88,2,115,2011,5,22
18.86,1,6.0032,88,2,50,2011,5,23
18.86,1,6.0032,82,2,53,2011,5,0
