windspeed,season,weather,humidity,temp,count,year,month,hour
19.0012,2,2,88,22.14,98,2011,5,22
16.9979,2,2,88,22.14,56,2011,5,23
15.0013,2,2,88,22.14,23,2011,5,0
16.9979,2,2,88,22.14,12,2011,5,1
15.0013,2,3,94,21.32,6,2011,5,2
19.9995,2,3,94,21.32,9,2011,5,3
19.9995,2,3,94,21.32,3,2011,5,4
15.0013,2,1,100,21.32,9,2011,5,5
8.9981,2,1,100,21.32,101,2011,5,6
12.998,2,1,88,22.14,274,2011,5,7
19.0012,2,1,88,22.96,453,2011,5,8
16.9979,2,3,83,22.96,202,2011,5,9
19.0012,2,3,88,22.14,106,2011,5,10
6.0032,2,2,94,22.14,23,2011,5,11
19.9995,2,1,94,22.96,54,2011,5,12
22.0028,2,2,83,22.96,122,2011,5,13
19.0012,2,2,78,23.78,138,2011,5,14
16.9979,2,1,78,24.6,167,2011,5,15
12.998,2,1,73,24.6,294,2011,5,16
8.9981,2,1,69,24.6,565,2011,5,17
15.0013,2,1,73,24.6,489,2011,5,18
8.9981,2,3,88,22.96,331,2011,5,19
8.9981,2,3,88,22.96,213,2011,5,20
8.9981,2,1,88,21.32,85,2011,5,21
8.9981,2,1,83,21.32,117,2011,5,22
6.0032,2,1,94,21.32,59,2011,5,23
7.0015,2,1,94,21.32,29,2011,5,0
8.9981,2,1,94,20.5,6,2011,5,1
8.9981,2,1,94,20.5,15,2011,5,2
8.9981,2,1,100,19.68,4,2011,5,3
8.9981,2,1,94,19.68,5,2011,5,4
8.9981,2,1,94,19.68,26,2011,5,5
8.9981,2,2,94,20.5,103,2011,5,6
8.9981,2,2,100,20.5,257,2011,5,7
8.9981,2,2,88,21.32,487,2011,5,8
6.0032,2,2,88,22.14,216,2011,5,9
8.9981,2,2,83,22.14,130,2011,5,10
11.0014,2,3,88,22.14,164,2011,5,11
7.0015,2,2,78,23.78,168,2011,5,12
16.9979,2,3,64,23.78,183,2011,5,13
12.998,2,3,73,22.14,180,2011,5,14
11.0014,2,1,78,22.96,188,2011,5,15
12.998,2,1,64,23.78,302,2011,5,16
11.0014,2,1,78,22.96,547,2011,5,17
11.0014,2,1,55,24.6,513,2011,5,18
8.9981,2,1,60,23.78,410,2011,5,19
19.0012,2,1,77,22.14,282,2011,5,20
19.0012,2,1,77,22.14,209,2011,5,21
19.9995,2,3,82,20.5,79,2011,5,22
8.9981,2,1,94,19.68,72,2011,5,23
11.0014,2,1,79,28.7,34,2011,6,0
16.9979,2,1,84,28.7,17,2011,6,1
11.0014,2,1,79,28.7,3,2011,6,2
12.998,2,1,89,27.88,6,2011,6,3
15.0013,2,2,89,27.88,4,2011,6,4
6.0032,2,2,89,27.06,21,2011,6,5
6.0032,2,2,89,27.88,128,2011,6,6
11.0014,2,2,79,28.7,284,2011,6,7
12.998,2,2,79,29.52,454,2011,6,8
15.0013,2,2,74,30.34,207,2011,6,9
16.9979,2,2,75,31.16,115,2011,6,10
15.0013,2,2,59,33.62,112,2011,6,11
8.9981,2,1,53,35.26,169,2011,6,12
12.998,2,1,37,36.9,154,2011,6,13
16.9979,2,1,37,36.9,145,2011,6,14
19.9995,2,1,39,36.9,152,2011,6,15
19.9995,2,1,47,35.26,266,2011,6,16
19.9995,2,1,47,35.26,486,2011,6,17
26.0027,2,3,56,33.62,309,2011,6,18
11.0014,2,2,79,30.34,264,2011,6,19
16.9979,2,2,79,30.34,256,2011,6,20
19.0012,2,1,70,30.34,190,2011,6,21
8.9981,2,1,66,30.34,129,2011,6,22
11.0014,2,1,51,30.34,69,2011,6,23
23.9994,2,1,40,30.34,42,2011,6,0
7.0015,2,1,38,29.52,15,2011,6,1
8.9981,2,1,39,28.7,6,2011,6,2
7.0015,2,1,44,27.06,4,2011,6,3
12.998,2,1,41,27.06,3,2011,6,4
15.0013,2,1,39,27.06,31,2011,6,5
8.9981,2,1,39,27.06,113,2011,6,6
16.9979,2,1,34,28.7,304,2011,6,7
19.9995,2,1,32,28.7,467,2011,6,8
23.9994,2,1,26,29.52,225,2011,6,9
32.9975,2,1,28,29.52,139,2011,6,10
26.0027,2,1,28,30.34,165,2011,6,11
31.0009,2,1,25,31.16,232,2011,6,12
23.9994,2,1,24,32.8,203,2011,6,13
22.0028,2,1,24,31.98,185,2011,6,14
26.0027,2,1,21,32.8,188,2011,6,15
32.9975,2,1,22,32.8,318,2011,6,16
35.0008,2,1,20,31.16,572,2011,6,17
26.0027,2,1,22,30.34,525,2011,6,18
19.9995,2,1,23,29.52,379,2011,6,19
12.998,2,1,24,28.7,337,2011,6,20
12.998,2,1,31,27.06,248,2011,6,21
16.9979,2,1,33,26.24,155,2011,6,22
15.0013,2,1,35,25.42,112,2011,6,23
19.0012,2,1,38,25.42,68,2011,6,0
23.9994,2,1,38,24.6,22,2011,6,1
15.0013,2,1,43,22.96,12,2011,6,2
15.0013,2,1,49,22.14,5,2011,6,3
22.0028,2,1,48,21.32,6,2011,6,4
23.9994,2,1,48,21.32,28,2011,6,5
19.9995,2,1,45,22.14,106,2011,6,6
16.9979,2,1,45,22.14,277,2011,6,7
22.0028,2,2,43,22.96,502,2011,6,8
11.0014,2,1,40,23.78,230,2011,6,9
16.9979,2,1,33,25.42,161,2011,6,10
22.0028,2,1,31,26.24,192,2011,6,11
19.0012,2,1,27,27.06,259,2011,6,12
16.9979,2,1,26,27.88,248,2011,6,13
19.0012,2,1,28,28.7,240,2011,6,14
19.0012,2,1,28,28.7,212,2011,6,15
22.0028,2,1,26,29.52,349,2011,6,16
19.0012,2,1,25,29.52,558,2011,6,17
19.9995,2,1,24,28.7,564,2011,6,18
19.0012,2,1,26,27.88,391,2011,6,19
11.0014,2,1,29,26.24,293,2011,6,20
7.0015,2,1,29,26.24,247,2011,6,21
8.9981,2,1,35,25.42,171,2011,6,22
7.0015,2,1,46,23.78,171,2011,6,23
8.9981,2,1,52,22.96,93,2011,6,0
7.0015,2,1,64,22.14,94,2011,6,1
12.998,2,1,56,22.14,59,2011,6,2
7.0015,2,1,59,21.32,18,2011,6,3
6.0032,2,1,59,21.32,15,2011,6,4
8.9981,2,1,64,20.5,8,2011,6,5
8.9981,2,1,60,22.14,28,2011,6,6
8.9981,2,1,56,22.96,87,2011,6,7
6.0032,2,1,46,24.6,125,2011,6,8
8.9981,2,1,43,25.42,224,2011,6,9
7.0015,2,1,38,26.24,317,2011,6,10
8.9981,2,1,36,27.06,369,2011,6,11
11.0014,2,1,32,28.7,420,2011,6,12
8.9981,2,1,28,30.34,456,2011,6,13
15.0013,2,1,33,30.34,451,2011,6,14
27.9993,2,2,27,30.34,404,2011,6,15
8.9981,2,2,30,29.52,440,2011,6,16
16.9979,2,2,34,29.52,344,2011,6,17
11.0014,2,2,30,30.34,341,2011,6,18
6.0032,2,2,39,28.7,285,2011,6,19
6.0032,2,2,48,28.7,239,2011,6,20
7.0015,2,2,47,27.06,185,2011,6,21
15.0013,2,1,57,26.24,190,2011,6,22
8.9981,2,2,57,26.24,150,2011,6,23
6.0032,2,1,57,26.24,113,2011,6,0
11.0014,2,2,61,26.24,96,2011,6,1
11.0014,2,2,61,26.24,64,2011,6,2
11.0014,2,2,65,25.42,47,2011,6,3
11.0014,2,2,65,25.42,12,2011,6,4
8.9981,2,2,61,25.42,6,2011,6,5
7.0015,2,2,61,25.42,21,2011,6,6
16.9979,2,2,73,24.6,27,2011,6,7
16.9979,2,2,73,24.6,98,2011,6,8
12.998,2,2,78,24.6,164,2011,6,9
6.0032,2,2,73,25.42,251,2011,6,10
7.0015,2,2,69,26.24,335,2011,6,11
7.0015,2,2,69,26.24,335,2011,6,12
7.0015,2,1,65,27.06,367,2011,6,13
11.0014,2,1,58,28.7,385,2011,6,14
8.9981,2,1,54,28.7,417,2011,6,15
6.0032,2,1,51,29.52,398,2011,6,16
8.9981,2,1,51,30.34,390,2011,6,17
7.0015,2,1,58,28.7,363,2011,6,18
11.0014,2,1,65,27.88,357,2011,6,19
12.998,2,1,69,27.06,279,2011,6,20
11.0014,2,1,73,26.24,165,2011,6,21
15.0013,2,1,78,26.24,130,2011,6,22
8.9981,2,1,78,25.42,86,2011,6,23
8.9981,2,1,78,25.42,29,2011,6,0
8.9981,2,1,83,24.6,14,2011,6,1
7.0015,2,1,88,23.78,8,2011,6,2
8.9981,2,1,88,23.78,5,2011,6,3
7.0015,2,1,94,22.96,8,2011,6,4
6.0032,2,1,88,22.96,31,2011,6,5
8.9981,2,1,88,23.78,112,2011,6,6
7.0015,2,1,78,25.42,299,2011,6,7
6.0032,2,1,73,26.24,438,2011,6,8
11.0014,2,1,58,28.7,188,2011,6,9
15.0013,2,1,51,29.52,95,2011,6,10
8.9981,2,1,42,30.34,111,2011,6,11
11.0014,2,1,37,31.16,153,2011,6,12
8.9981,2,1,35,31.98,180,2011,6,13
8.9981,2,1,31,31.98,145,2011,6,14
12.998,2,1,29,32.8,165,2011,6,15
8.9981,2,1,33,31.16,267,2011,6,16
19.0012,2,1,33,31.98,579,2011,6,17
8.9981,2,1,31,31.16,556,2011,6,18
12.998,2,1,54,29.52,407,2011,6,19
8.9981,2,1,61,27.88,336,2011,6,20
6.0032,2,1,57,27.06,189,2011,6,21
6.0032,2,1,61,27.06,173,2011,6,22
6.0032,2,1,69,26.24,60,2011,6,23
6.0032,2,1,65,26.24,20,2011,6,0
8.9981,2,1,69,25.42,4,2011,6,1
6.0032,2,1,73,24.6,5,2011,6,2
6.0032,2,1,73,24.6,2,2011,6,3
8.9981,2,1,83,23.78,5,2011,6,4
11.0014,2,1,88,23.78,32,2011,6,5
8.9981,2,1,78,24.6,126,2011,6,6
12.998,2,2,69,26.24,334,2011,6,7
8.9981,2,2,61,27.88,477,2011,6,8
15.0013,2,2,58,29.52,217,2011,6,9
12.998,2,2,48,31.16,123,2011,6,10
16.9979,2,2,52,31.16,151,2011,6,11
19.0012,2,2,46,32.8,183,2011,6,12
16.9979,2,2,43,32.8,196,2011,6,13
19.0012,2,2,43,32.8,146,2011,6,14
22.0028,2,2,41,33.62,183,2011,6,15
15.0013,2,1,38,32.8,308,2011,6,16
16.9979,2,1,43,32.8,539,2011,6,17
19.0012,2,1,46,31.98,551,2011,6,18
16.9979,2,1,48,31.16,424,2011,6,19
8.9981,2,1,56,30.34,346,2011,6,20
8.9981,2,1,70,29.52,218,2011,6,21
8.9981,2,1,65,28.7,153,2011,6,22
7.0015,2,1,79,27.88,90,2011,6,23
8.9981,2,1,89,27.06,41,2011,6,0
8.9981,2,1,78,27.06,23,2011,6,1
6.0032,2,1,89,26.24,7,2011,6,2
6.0032,2,1,89,26.24,3,2011,6,3
8.9981,2,1,83,25.42,6,2011,6,4
8.9981,2,1,88,25.42,21,2011,6,5
8.9981,2,1,89,26.24,116,2011,6,6
7.0015,2,1,74,27.06,353,2011,6,7
11.0014,2,1,58,31.16,481,2011,6,8
11.0014,2,1,58,31.16,202,2011,6,9
15.0013,2,1,43,33.62,90,2011,6,10
12.998,2,1,41,34.44,134,2011,6,11
8.9981,2,1,42,36.08,149,2011,6,12
8.9981,2,1,42,36.9,136,2011,6,13
16.9979,2,1,40,37.72,155,2011,6,14
11.0014,2,1,40,37.72,128,2011,6,15
15.0013,2,1,40,37.72,233,2011,6,16
15.0013,2,1,35,37.72,506,2011,6,17
15.0013,2,1,37,36.9,459,2011,6,18
8.9981,2,1,59,33.62,384,2011,6,19
8.9981,2,1,63,32.8,280,2011,6,20
8.9981,2,1,66,32.8,202,2011,6,21
11.0014,2,1,75,31.16,176,2011,6,22
12.998,2,1,75,31.16,116,2011,6,23
8.9981,2,2,79,30.34,47,2011,6,0
7.0015,2,1,79,30.34,16,2011,6,1
11.0014,2,2,84,29.52,6,2011,6,2
7.0015,2,2,84,29.52,2,2011,6,3
6.0032,2,2,79,29.52,6,2011,6,4
8.9981,2,2,84,28.7,20,2011,6,5
6.0032,2,2,84,29.52,118,2011,6,6
8.9981,2,2,79,29.52,314,2011,6,7
7.0015,2,2,70,31.16,432,2011,6,8
8.9981,2,1,49,34.44,168,2011,6,9
19.0012,2,1,50,35.26,94,2011,6,10
15.0013,2,1,42,36.9,118,2011,6,11
12.998,2,1,35,37.72,140,2011,6,12
6.0032,2,1,37,36.9,136,2011,6,13
12.998,2,1,40,37.72,118,2011,6,14
11.0014,2,1,31,38.54,104,2011,6,15
8.9981,2,1,33,37.72,200,2011,6,16
16.9979,2,1,37,36.9,409,2011,6,17
19.0012,2,1,39,36.08,466,2011,6,18
22.0028,2,2,39,34.44,326,2011,6,19
12.998,2,2,43,32.8,254,2011,6,20
8.9981,2,3,52,31.16,171,2011,6,21
11.0014,2,2,58,30.34,153,2011,6,22
11.0014,2,2,57,30.34,97,2011,6,23
15.0013,2,3,65,28.7,69,2011,6,0
15.0013,2,3,65,28.7,23,2011,6,1
11.0014,2,1,69,27.88,13,2011,6,2
11.0014,2,1,69,27.88,6,2011,6,3
11.0014,2,1,78,27.06,4,2011,6,4
11.0014,2,1,78,27.06,28,2011,6,5
6.0032,2,1,78,27.06,104,2011,6,6
7.0015,2,1,66,29.52,267,2011,6,7
8.9981,2,1,58,30.34,452,2011,6,8
8.9981,2,1,55,31.16,213,2011,6,9
8.9981,2,1,52,31.98,111,2011,6,10
8.9981,2,1,46,33.62,153,2011,6,11
8.9981,2,1,44,34.44,207,2011,6,12
7.0015,2,1,44,34.44,189,2011,6,13
8.9981,2,1,39,35.26,165,2011,6,14
7.0015,2,1,44,34.44,212,2011,6,15
19.9995,2,1,56,33.62,285,2011,6,16
15.0013,2,1,52,33.62,517,2011,6,17
15.0013,2,1,59,32.8,463,2011,6,18
12.998,2,1,59,31.98,306,2011,6,19
7.0015,2,1,62,31.16,250,2011,6,20
8.9981,2,1,66,31.16,218,2011,6,21
16.9979,2,1,74,29.52,185,2011,6,22
11.0014,2,1,74,29.52,146,2011,6,23
8.9981,2,1,79,28.7,117,2011,6,0
6.0032,2,1,79,28.7,77,2011,6,1
7.0015,2,1,79,28.7,60,2011,6,2
6.0032,2,1,83,27.88,28,2011,6,3
6.0032,2,1,79,27.88,13,2011,6,4
8.9981,2,1,74,27.88,16,2011,6,5
8.9981,2,1,61,28.7,40,2011,6,6
12.998,2,1,58,29.52,68,2011,6,7
12.998,2,1,58,30.34,143,2011,6,8
8.9981,2,1,62,30.34,230,2011,6,9
11.0014,2,1,58,30.34,264,2011,6,10
8.9981,2,1,62,31.16,325,2011,6,11
15.0013,2,1,55,32.8,347,2011,6,12
12.998,2,1,55,32.8,387,2011,6,13
7.0015,2,1,49,33.62,380,2011,6,14
7.0015,2,1,49,33.62,374,2011,6,15
12.998,2,2,46,32.8,394,2011,6,16
11.0014,2,2,58,30.34,337,2011,6,17
8.9981,2,2,62,29.52,286,2011,6,18
12.998,2,1,65,28.7,264,2011,6,19
16.9979,2,1,74,27.88,275,2011,6,20
15.0013,2,1,74,27.06,220,2011,6,21
15.0013,2,1,78,27.06,190,2011,6,22
7.0015,2,1,74,27.06,131,2011,6,23
15.0013,2,1,78,27.06,119,2011,6,0
7.0015,2,1,83,26.24,93,2011,6,1
16.9979,2,1,89,26.24,66,2011,6,2
19.0012,2,1,89,26.24,28,2011,6,3
11.0014,2,1,88,25.42,14,2011,6,4
15.0013,2,1,88,25.42,10,2011,6,5
7.0015,2,1,88,25.42,14,2011,6,6
7.0015,2,1,78,26.24,34,2011,6,7
8.9981,2,1,74,28.7,92,2011,6,8
8.9981,2,1,66,29.52,182,2011,6,9
6.0032,2,1,58,31.16,311,2011,6,10
7.0015,2,1,55,31.98,367,2011,6,11
8.9981,2,1,46,33.62,420,2011,6,12
19.0012,2,1,59,31.98,373,2011,6,13
16.9979,2,1,56,33.62,315,2011,6,14
19.9995,2,1,59,32.8,360,2011,6,15
19.0012,2,3,83,27.88,350,2011,6,16
19.0012,2,3,83,27.88,252,2011,6,17
11.0014,2,1,74,28.7,256,2011,6,18
7.0015,2,1,74,28.7,223,2011,6,19
11.0014,2,1,83,27.06,206,2011,6,20
7.0015,2,1,83,27.06,140,2011,6,21
8.9981,2,1,83,26.24,128,2011,6,22
12.998,2,1,78,26.24,107,2011,6,23
8.9981,2,1,78,26.24,28,2011,6,0
15.0013,2,1,73,26.24,16,2011,6,1
19.0012,2,1,73,25.42,10,2011,6,2
32.9975,2,1,60,24.6,7,2011,6,3
19.9995,2,1,64,22.96,4,2011,6,4
26.0027,2,1,64,22.14,29,2011,6,5
27.9993,2,1,64,22.14,105,2011,6,6
23.9994,2,1,56,22.96,328,2011,6,7
30.0026,2,1,49,23.78,476,2011,6,8
23.9994,2,1,46,25.42,224,2011,6,9
22.0028,2,1,41,26.24,118,2011,6,10
19.9995,2,1,41,27.06,159,2011,6,11
19.0012,2,1,41,27.06,196,2011,6,12
8.9981,2,1,37,28.7,227,2011,6,13
16.9979,2,1,34,28.7,200,2011,6,14
30.0026,2,1,37,28.7,185,2011,6,15
27.9993,2,1,37,28.7,326,2011,6,16
22.0028,2,1,39,28.7,601,2011,6,17
23.9994,2,1,37,28.7,586,2011,6,18
19.0012,2,1,39,27.06,423,2011,6,19
16.9979,2,1,44,26.24,331,2011,6,20
16.9979,2,1,41,26.24,218,2011,6,21
15.0013,2,1,46,25.42,134,2011,6,22
12.998,2,1,46,25.42,89,2011,6,23
12.998,2,1,49,24.6,31,2011,6,0
16.9979,2,1,49,24.6,13,2011,6,1
19.0012,2,1,49,24.6,10,2011,6,2
22.0028,2,1,53,23.78,2,2011,6,3
16.9979,2,1,60,22.14,3,2011,6,4
22.0028,2,1,56,22.14,26,2011,6,5
19.9995,2,1,56,22.14,113,2011,6,6
27.9993,2,1,52,22.96,365,2011,6,7
26.0027,2,1,49,23.78,486,2011,6,8
12.998,2,1,46,25.42,193,2011,6,9
15.0013,2,1,46,25.42,130,2011,6,10
19.0012,2,1,41,26.24,143,2011,6,11
23.9994,2,1,41,26.24,169,2011,6,12
15.0013,2,1,44,26.24,209,2011,6,13
12.998,2,2,47,26.24,159,2011,6,14
11.0014,2,1,47,26.24,178,2011,6,15
12.998,2,1,41,27.88,330,2011,6,16
19.0012,2,3,50,26.24,569,2011,6,17
22.0028,2,1,51,25.42,538,2011,6,18
23.9994,2,1,50,26.24,386,2011,6,19
11.0014,2,1,56,24.6,297,2011,6,20
19.9995,2,1,56,24.6,243,2011,6,21
15.0013,2,1,60,23.78,188,2011,6,22
15.0013,2,1,68,22.96,110,2011,6,23
23.9994,2,1,64,22.96,52,2011,6,0
19.0012,2,1,64,22.14,14,2011,6,1
15.0013,2,1,63,21.32,9,2011,6,2
16.9979,2,1,68,20.5,1,2011,6,3
19.0012,2,1,63,20.5,4,2011,6,4
19.0012,2,1,67,19.68,21,2011,6,5
16.9979,2,1,63,20.5,121,2011,6,6
8.9981,2,1,60,22.14,370,2011,6,7
8.9981,2,1,53,23.78,498,2011,6,8
8.9981,2,1,49,24.6,207,2011,6,9
11.0014,2,1,47,26.24,135,2011,6,10
8.9981,2,1,36,27.88,164,2011,6,11
15.0013,2,1,34,28.7,211,2011,6,12
19.0012,2,1,28,30.34,189,2011,6,13
8.9981,2,1,28,30.34,178,2011,6,14
8.9981,2,1,27,31.16,164,2011,6,15
8.9981,2,1,27,31.16,312,2011,6,16
7.0015,2,1,28,30.34,638,2011,6,17
8.9981,2,1,32,29.52,607,2011,6,18
19.0012,2,1,37,28.7,416,2011,6,19
11.0014,2,1,44,27.06,330,2011,6,20
15.0013,2,1,47,26.24,257,2011,6,21
7.0015,2,1,50,25.42,175,2011,6,22
8.9981,2,1,53,25.42,107,2011,6,23
7.0015,2,1,56,24.6,47,2011,6,0
8.9981,2,1,60,23.78,17,2011,6,1
6.0032,2,1,56,24.6,5,2011,6,2
6.0032,2,2,73,22.96,4,2011,6,3
7.0015,2,2,68,22.96,6,2011,6,4
12.998,2,1,64,24.6,25,2011,6,5
11.0014,2,3,73,23.78,112,2011,6,6
11.0014,2,3,78,22.96,188,2011,6,7
8.9981,2,2,69,24.6,388,2011,6,8
12.998,2,2,65,25.42,261,2011,6,9
16.9979,2,2,61,27.06,121,2011,6,10
19.9995,2,2,61,27.88,150,2011,6,11
26.0027,2,1,54,29.52,206,2011,6,12
16.9979,2,2,54,29.52,151,2011,6,13
22.0028,2,2,54,29.52,153,2011,6,14
19.9995,2,2,61,28.7,159,2011,6,15
12.998,2,3,69,27.06,294,2011,6,16
7.0015,2,2,78,26.24,272,2011,6,17
15.0013,2,1,83,26.24,325,2011,6,18
19.0012,2,1,83,25.42,327,2011,6,19
22.0028,2,1,83,25.42,201,2011,6,20
16.9979,2,3,83,25.42,188,2011,6,21
16.9979,2,3,83,25.42,151,2011,6,22
16.9979,2,3,83,24.6,16,2011,6,23
6.0032,2,1,88,22.96,24,2011,6,0
8.9981,2,1,94,22.96,23,2011,6,1
7.0015,2,1,94,22.96,13,2011,6,2
7.0015,2,1,94,22.96,6,2011,6,3
8.9981,2,1,94,22.14,6,2011,6,4
8.9981,2,1,100,22.14,13,2011,6,5
8.9981,2,1,94,22.96,97,2011,6,6
8.9981,2,1,83,24.6,250,2011,6,7
8.9981,2,2,83,24.6,454,2011,6,8
12.998,2,1,58,28.7,224,2011,6,9
12.998,2,1,58,28.7,170,2011,6,10
16.9979,2,1,69,27.88,181,2011,6,11
16.9979,2,1,65,28.7,243,2011,6,12
19.0012,2,1,62,30.34,204,2011,6,13
12.998,2,1,52,31.16,215,2011,6,14
15.0013,2,1,43,31.98,243,2011,6,15
11.0014,2,1,45,31.16,355,2011,6,16
12.998,2,3,40,31.16,552,2011,6,17
12.998,2,3,40,31.16,450,2011,6,18
16.9979,2,3,83,26.24,328,2011,6,19
7.0015,2,1,78,26.24,232,2011,6,20
6.0032,2,1,78,26.24,208,2011,6,21
8.9981,2,1,88,25.42,175,2011,6,22
8.9981,2,1,83,25.42,178,2011,6,23
8.9981,2,1,88,25.42,104,2011,6,0
7.0015,2,1,83,25.42,95,2011,6,1
8.9981,2,1,88,24.6,53,2011,6,2
6.0032,2,1,88,24.6,20,2011,6,3
6.0032,2,1,88,24.6,5,2011,6,4
8.9981,2,1,83,25.42,7,2011,6,5
7.0015,2,1,83,25.42,27,2011,6,6
8.9981,2,1,78,26.24,57,2011,6,7
6.0032,2,1,78,27.06,131,2011,6,8
15.0013,2,1,61,28.7,218,2011,6,9
12.998,2,1,62,29.52,244,2011,6,10
8.9981,2,1,62,29.52,404,2011,6,11
6.0032,2,1,66,30.34,420,2011,6,12
8.9981,2,1,55,31.16,327,2011,6,13
19.0012,2,2,46,32.8,334,2011,6,14
8.9981,2,2,46,33.62,367,2011,6,15
15.0013,2,2,52,31.16,468,2011,6,16
11.0014,2,2,48,31.16,449,2011,6,17
12.998,2,2,55,30.34,381,2011,6,18
7.0015,2,2,51,30.34,326,2011,6,19
8.9981,2,2,58,29.52,188,2011,6,20
7.0015,2,2,66,29.52,183,2011,6,21
8.9981,2,2,62,29.52,161,2011,6,22
8.9981,2,2,62,29.52,150,2011,6,23
8.9981,2,1,65,28.7,89,2011,6,0
6.0032,2,2,65,28.7,76,2011,6,1
6.0032,2,1,74,27.88,72,2011,6,2
8.9981,2,2,78,27.06,30,2011,6,3
8.9981,2,2,74,27.06,17,2011,6,4
8.9981,2,2,78,27.06,19,2011,6,5
11.0014,2,2,78,27.06,33,2011,6,6
11.0014,2,2,78,27.06,71,2011,6,7
7.0015,2,3,74,27.88,84,2011,6,8
7.0015,2,2,74,27.88,169,2011,6,9
7.0015,2,2,61,28.7,244,2011,6,10
6.0032,2,2,58,29.52,377,2011,6,11
6.0032,2,2,55,30.34,396,2011,6,12
8.9981,2,2,51,30.34,363,2011,6,13
7.0015,2,3,58,30.34,317,2011,6,14
7.0015,2,2,55,30.34,362,2011,6,15
8.9981,2,2,48,31.16,378,2011,6,16
8.9981,2,1,51,30.34,397,2011,6,17
6.0032,2,2,58,30.34,296,2011,6,18
8.9981,2,1,62,29.52,311,2011,6,19
12.998,2,1,70,28.7,232,2011,6,20
8.9981,2,1,79,27.88,167,2011,6,21
15.0013,2,1,78,27.06,152,2011,6,22
12.998,2,1,78,27.06,92,2011,6,23
8.9981,3,1,50,27.06,68,2011,7,0
8.9981,3,1,50,27.06,31,2011,7,1
8.9981,3,1,69,25.42,13,2011,7,2
8.9981,3,1,53,26.24,11,2011,7,3
8.9981,3,1,57,25.42,6,2011,7,4
8.9981,3,1,64,24.6,30,2011,7,5
8.9981,3,1,61,25.42,108,2011,7,6
7.0015,3,1,54,27.06,243,2011,7,7
11.0014,3,1,42,28.7,492,2011,7,8
11.0014,3,1,35,30.34,260,2011,7,9
11.0014,3,1,33,31.16,170,2011,7,10
8.9981,3,1,26,32.8,214,2011,7,11
8.9981,3,1,26,32.8,263,2011,7,12
8.9981,3,1,24,32.8,292,2011,7,13
12.998,3,1,23,33.62,303,2011,7,14
16.9979,3,1,21,33.62,381,2011,7,15
8.9981,3,1,17,33.62,427,2011,7,16
12.998,3,1,21,33.62,461,2011,7,17
16.9979,3,1,24,32.8,422,2011,7,18
12.998,3,1,25,31.98,318,2011,7,19
15.0013,3,1,42,29.52,269,2011,7,20
12.998,3,1,45,28.7,218,2011,7,21
8.9981,3,1,42,28.7,222,2011,7,22
6.0032,3,1,47,27.88,140,2011,7,23
6.0032,3,1,47,27.88,115,2011,7,0
8.9981,3,1,54,27.06,78,2011,7,1
8.9981,3,1,53,26.24,52,2011,7,2
8.9981,3,1,53,26.24,26,2011,7,3
8.9981,3,1,61,25.42,11,2011,7,4
7.0015,3,1,73,23.78,14,2011,7,5
7.0015,3,1,69,25.42,32,2011,7,6
8.9981,3,1,65,26.24,45,2011,7,7
8.9981,3,1,57,27.88,132,2011,7,8
6.0032,3,1,51,30.34,179,2011,7,9
8.9981,3,1,36,32.8,271,2011,7,10
6.0032,3,1,36,32.8,357,2011,7,11
8.9981,3,1,30,33.62,374,2011,7,12
7.0015,3,1,30,33.62,404,2011,7,13
8.9981,3,1,20,34.44,392,2011,7,14
11.0014,3,1,19,35.26,331,2011,7,15
15.0013,3,1,22,36.08,398,2011,7,16
15.0013,3,1,30,34.44,349,2011,7,17
19.0012,3,1,30,33.62,383,2011,7,18
15.0013,3,1,33,32.8,305,2011,7,19
19.0012,3,1,45,31.16,284,2011,7,20
12.998,3,1,48,30.34,232,2011,7,21
11.0014,3,1,51,29.52,201,2011,7,22
19.0012,3,1,54,29.52,154,2011,7,23
15.0013,3,1,58,28.7,144,2011,7,0
11.0014,3,2,61,28.7,78,2011,7,1
12.998,3,1,58,28.7,69,2011,7,2
6.0032,3,3,65,27.88,33,2011,7,3
6.0032,3,3,65,27.88,5,2011,7,4
12.998,3,3,83,25.42,1,2011,7,5
6.0032,3,2,94,25.42,3,2011,7,6
12.998,3,2,89,26.24,25,2011,7,7
15.0013,3,1,79,27.88,92,2011,7,8
16.9979,3,1,74,28.7,181,2011,7,9
11.0014,3,1,66,30.34,264,2011,7,10
7.0015,3,1,62,31.16,390,2011,7,11
7.0015,3,1,55,32.8,404,2011,7,12
15.0013,3,1,59,32.8,421,2011,7,13
16.9979,3,1,56,33.62,375,2011,7,14
19.9995,3,1,53,34.44,376,2011,7,15
19.9995,3,1,53,34.44,414,2011,7,16
56.9969,3,3,49,32.8,358,2011,7,17
56.9969,3,3,49,32.8,181,2011,7,18
12.998,3,2,83,27.06,183,2011,7,19
8.9981,3,3,83,27.06,176,2011,7,20
11.0014,3,2,83,27.06,167,2011,7,21
7.0015,3,2,78,27.06,162,2011,7,22
11.0014,3,1,83,26.24,147,2011,7,23
8.9981,3,1,83,26.24,140,2011,7,0
6.0032,3,1,83,26.24,119,2011,7,1
8.9981,3,1,83,26.24,63,2011,7,2
8.9981,3,1,78,26.24,26,2011,7,3
6.0032,3,2,78,27.06,12,2011,7,4
8.9981,3,2,83,26.24,4,2011,7,5
