windspeed,season,workingday,holiday,atemp,weather,humidity,temp,year,month,day,hour,min,sec,log_count
19.9995,2,1,0,26.515,1,73,22.96,2011,5,16,8,0,0,5.976350909297934
12.998,2,1,0,29.545,1,69,24.6,2011,5,16,9,0,0,5.267858159063328
6.0032,2,1,0,30.305,1,65,25.42,2011,5,16,10,0,0,4.718498871295094
0.0,2,1,0,31.06,1,57,26.24,2011,5,16,11,0,0,5.220355825078324
6.0032,2,1,0,31.06,1,54,27.06,2011,5,16,12,0,0,5.342334251964811
0.0,2,1,0,31.82,1,51,27.88,2011,5,16,13,0,0,5.365976015021851
0.0,2,1,0,31.82,1,51,27.88,2011,5,16,14,0,0,5.262690188904886
0.0,2,1,0,33.335,1,51,29.52,2011,5,16,15,0,0,5.10594547390058
16.9979,2,1,0,28.79,3,78,24.6,2011,5,16,16,0,0,5.420534999272286
15.0013,2,1,0,27.275,1,88,23.78,2011,5,16,17,0,0,5.6131281063880705
12.998,2,1,0,27.275,3,83,23.78,2011,5,16,18,0,0,6.115892125483034
16.9979,2,1,0,27.275,1,83,23.78,2011,5,16,19,0,0,5.730099782973574
0.0,2,1,0,27.275,1,83,23.78,2011,5,16,20,0,0,5.288267030694535
0.0,2,1,0,27.275,1,83,23.78,2011,5,16,21,0,0,5.176149732573829
6.0032,2,1,0,26.515,1,88,22.96,2011,5,16,22,0,0,4.844187086458591
6.0032,2,1,0,26.515,1,88,22.96,2011,5,16,23,0,0,4.04305126783455
0.0,2,1,0,26.515,2,88,22.96,2011,5,17,0,0,0,3.4339872044851463
0.0,2,1,0,26.515,3,88,22.96,2011,5,17,1,0,0,2.5649493574615367
0.0,2,1,0,26.515,3,88,22.96,2011,5,17,2,0,0,2.0794415416798357
16.9979,2,1,0,25.76,3,94,22.14,2011,5,17,3,0,0,1.3862943611198906
16.9979,2,1,0,25.76,3,94,22.14,2011,5,17,4,0,0,1.3862943611198906
16.9979,2,1,0,25.0,3,94,21.32,2011,5,17,5,0,0,3.091042453358316
16.9979,2,1,0,25.0,3,94,21.32,2011,5,17,6,0,0,3.8918202981106265
16.9979,2,1,0,25.0,2,94,21.32,2011,5,17,7,0,0,5.017279836814924
19.9995,2,1,0,25.0,2,94,21.32,2011,5,17,8,0,0,5.849324779946859
16.9979,2,1,0,25.76,2,88,22.14,2011,5,17,9,0,0,5.332718793265369
16.9979,2,1,0,25.76,3,88,22.14,2011,5,17,10,0,0,4.6443908991413725
27.9993,2,1,0,26.515,2,83,22.96,2011,5,17,11,0,0,4.867534450455582
27.9993,2,1,0,26.515,3,83,22.96,2011,5,17,12,0,0,5.030437921392435
22.0028,2,1,0,26.515,2,88,22.96,2011,5,17,13,0,0,5.147494476813453
31.0009,2,1,0,29.545,1,73,25.42,2011,5,17,14,0,0,5.214935757608986
30.0026,2,1,0,30.305,1,69,25.42,2011,5,17,15,0,0,5.3471075307174685
22.0028,2,1,0,30.305,1,61,25.42,2011,5,17,16,0,0,5.66988092298052
27.9993,2,1,0,30.305,1,65,25.42,2011,5,17,17,0,0,6.403574197934815
19.9995,2,1,0,29.545,1,69,24.6,2011,5,17,18,0,0,6.173786103901937
16.9979,2,1,0,29.545,1,69,24.6,2011,5,17,19,0,0,5.855071922202427
27.9993,2,1,0,27.275,1,83,23.78,2011,5,17,20,0,0,5.645446897643238
16.9979,2,1,0,25.76,1,88,22.14,2011,5,17,21,0,0,5.159055299214529
19.0012,2,1,0,25.76,2,88,22.14,2011,5,17,22,0,0,4.584967478670572
16.9979,2,1,0,25.76,2,88,22.14,2011,5,17,23,0,0,4.02535169073515
15.0013,2,1,0,25.76,2,88,22.14,2011,5,18,0,0,0,3.1354942159291497
16.9979,2,1,0,25.76,2,88,22.14,2011,5,18,1,0,0,2.4849066497880004
15.0013,2,1,0,25.0,3,94,21.32,2011,5,18,2,0,0,1.791759469228055
19.9995,2,1,0,25.0,3,94,21.32,2011,5,18,3,0,0,2.1972245773362196
19.9995,2,1,0,25.0,3,94,21.32,2011,5,18,4,0,0,1.0986122886681098
15.0013,2,1,0,25.0,1,100,21.32,2011,5,18,5,0,0,2.1972245773362196
8.9981,2,1,0,25.0,1,100,21.32,2011,5,18,6,0,0,4.61512051684126
12.998,2,1,0,25.76,1,88,22.14,2011,5,18,7,0,0,5.6131281063880705
19.0012,2,1,0,26.515,1,88,22.96,2011,5,18,8,0,0,6.115892125483034
16.9979,2,1,0,26.515,3,83,22.96,2011,5,18,9,0,0,5.308267697401205
19.0012,2,1,0,25.76,3,88,22.14,2011,5,18,10,0,0,4.663439094112067
6.0032,2,1,0,25.76,2,94,22.14,2011,5,18,11,0,0,3.1354942159291497
19.9995,2,1,0,26.515,1,94,22.96,2011,5,18,12,0,0,3.9889840465642745
22.0028,2,1,0,26.515,2,83,22.96,2011,5,18,13,0,0,4.804021044733257
19.0012,2,1,0,27.275,2,78,23.78,2011,5,18,14,0,0,4.927253685157205
16.9979,2,1,0,28.79,1,78,24.6,2011,5,18,15,0,0,5.117993812416755
12.998,2,1,0,29.545,1,73,24.6,2011,5,18,16,0,0,5.683579767338681
8.9981,2,1,0,29.545,1,69,24.6,2011,5,18,17,0,0,6.336825731146441
15.0013,2,1,0,29.545,1,73,24.6,2011,5,18,18,0,0,6.192362489474872
8.9981,2,1,0,26.515,3,88,22.96,2011,5,18,19,0,0,5.802118375377063
8.9981,2,1,0,26.515,3,88,22.96,2011,5,18,20,0,0,5.3612921657094255
0.0,2,1,0,25.0,1,88,21.32,2011,5,18,21,0,0,4.442651256490317
0.0,2,1,0,25.0,1,83,21.32,2011,5,18,22,0,0,4.762173934797756
6.0032,2,1,0,25.0,1,94,21.32,2011,5,18,23,0,0,4.07753744390572
7.0015,2,1,0,25.0,1,94,21.32,2011,5,19,0,0,0,3.367295829986474
0.0,2,1,0,24.24,1,94,20.5,2011,5,19,1,0,0,1.791759469228055
0.0,2,1,0,24.24,1,94,20.5,2011,5,19,2,0,0,2.70805020110221
0.0,2,1,0,23.485,1,100,19.68,2011,5,19,3,0,0,1.3862943611198906
0.0,2,1,0,23.485,1,94,19.68,2011,5,19,4,0,0,1.6094379124341003
0.0,2,1,0,23.485,1,94,19.68,2011,5,19,5,0,0,3.258096538021482
0.0,2,1,0,24.24,2,94,20.5,2011,5,19,6,0,0,4.634728988229636
0.0,2,1,0,24.24,2,100,20.5,2011,5,19,7,0,0,5.54907608489522
0.0,2,1,0,25.0,2,88,21.32,2011,5,19,8,0,0,6.18826412308259
6.0032,2,1,0,25.76,2,88,22.14,2011,5,19,9,0,0,5.375278407684165
0.0,2,1,0,25.76,2,83,22.14,2011,5,19,10,0,0,4.867534450455582
11.0014,2,1,0,25.76,3,88,22.14,2011,5,19,11,0,0,5.099866427824199
7.0015,2,1,0,27.275,2,78,23.78,2011,5,19,12,0,0,5.123963979403259
16.9979,2,1,0,27.275,3,64,23.78,2011,5,19,13,0,0,5.209486152841421
12.998,2,1,0,25.76,3,73,22.14,2011,5,19,14,0,0,5.19295685089021
11.0014,2,1,0,26.515,1,78,22.96,2011,5,19,15,0,0,5.236441962829949
12.998,2,1,0,27.275,1,64,23.78,2011,5,19,16,0,0,5.71042701737487
11.0014,2,1,0,26.515,1,78,22.96,2011,5,19,17,0,0,6.304448802421981
11.0014,2,1,0,31.06,1,55,24.6,2011,5,19,18,0,0,6.240275845170769
8.9981,2,1,0,27.275,1,60,23.78,2011,5,19,19,0,0,6.016157159698354
19.0012,2,1,0,25.76,1,77,22.14,2011,5,19,20,0,0,5.641907070938114
19.0012,2,1,0,25.76,1,77,22.14,2011,5,19,21,0,0,5.342334251964811
19.9995,2,1,0,24.24,3,82,20.5,2011,5,19,22,0,0,4.3694478524670215
0.0,2,1,0,23.485,1,94,19.68,2011,5,19,23,0,0,4.276666119016055
11.0014,2,1,0,33.335,1,79,28.7,2011,6,1,0,0,0,3.5263605246161616
16.9979,2,1,0,33.335,1,84,28.7,2011,6,1,1,0,0,2.833213344056216
11.0014,2,1,0,33.335,1,79,28.7,2011,6,1,2,0,0,1.0986122886681098
12.998,2,1,0,31.82,1,89,27.88,2011,6,1,3,0,0,1.791759469228055
15.0013,2,1,0,31.82,2,89,27.88,2011,6,1,4,0,0,1.3862943611198906
6.0032,2,1,0,29.545,2,89,27.06,2011,6,1,5,0,0,3.044522437723423
6.0032,2,1,0,31.82,2,89,27.88,2011,6,1,6,0,0,4.852030263919617
11.0014,2,1,0,33.335,2,79,28.7,2011,6,1,7,0,0,5.648974238161206
12.998,2,1,0,34.85,2,79,29.52,2011,6,1,8,0,0,6.118097198041348
15.0013,2,1,0,35.605,2,74,30.34,2011,6,1,9,0,0,5.332718793265369
16.9979,2,1,0,37.12,2,75,31.16,2011,6,1,10,0,0,4.74493212836325
15.0013,2,1,0,40.15,2,59,33.62,2011,6,1,11,0,0,4.718498871295094
0.0,2,1,0,41.665,1,53,35.26,2011,6,1,12,0,0,5.1298987149230735
12.998,2,1,0,40.91,1,37,36.9,2011,6,1,13,0,0,5.0369526024136295
16.9979,2,1,0,40.91,1,37,36.9,2011,6,1,14,0,0,4.976733742420574
19.9995,2,1,0,41.665,1,39,36.9,2011,6,1,15,0,0,5.0238805208462765
19.9995,2,1,0,40.15,1,47,35.26,2011,6,1,16,0,0,5.583496308781699
19.9995,2,1,0,40.15,1,47,35.26,2011,6,1,17,0,0,6.186208623900494
26.0027,2,1,0,39.395,3,56,33.62,2011,6,1,18,0,0,5.733341276897746
11.0014,2,1,0,35.605,2,79,30.34,2011,6,1,19,0,0,5.575949103146316
16.9979,2,1,0,35.605,2,79,30.34,2011,6,1,20,0,0,5.545177444479562
19.0012,2,1,0,34.85,1,70,30.34,2011,6,1,21,0,0,5.247024072160486
8.9981,2,1,0,34.85,1,66,30.34,2011,6,1,22,0,0,4.859812404361672
11.0014,2,1,0,33.335,1,51,30.34,2011,6,1,23,0,0,4.23410650459726
23.9994,2,1,0,32.575,1,40,30.34,2011,6,2,0,0,0,3.7376696182833684
7.0015,2,1,0,32.575,1,38,29.52,2011,6,2,1,0,0,2.70805020110221
0.0,2,1,0,31.82,1,39,28.7,2011,6,2,2,0,0,1.791759469228055
7.0015,2,1,0,31.06,1,44,27.06,2011,6,2,3,0,0,1.3862943611198906
12.998,2,1,0,31.06,1,41,27.06,2011,6,2,4,0,0,1.0986122886681098
15.0013,2,1,0,31.06,1,39,27.06,2011,6,2,5,0,0,3.4339872044851463
8.9981,2,1,0,31.06,1,39,27.06,2011,6,2,6,0,0,4.727387818712341
16.9979,2,1,0,31.82,1,34,28.7,2011,6,2,7,0,0,5.717027701406222
19.9995,2,1,0,31.82,1,32,28.7,2011,6,2,8,0,0,6.1463292576688975
23.9994,2,1,0,31.82,1,26,29.52,2011,6,2,9,0,0,5.41610040220442
32.9975,2,1,0,32.575,1,28,29.52,2011,6,2,10,0,0,4.9344739331306915
26.0027,2,1,0,32.575,1,28,30.34,2011,6,2,11,0,0,5.10594547390058
31.0009,2,1,0,33.335,1,25,31.16,2011,6,2,12,0,0,5.44673737166631
23.9994,2,1,0,34.09,1,24,32.8,2011,6,2,13,0,0,5.313205979041787
22.0028,2,1,0,33.335,1,24,31.98,2011,6,2,14,0,0,5.220355825078324
26.0027,2,1,0,34.09,1,21,32.8,2011,6,2,15,0,0,5.236441962829949
32.9975,2,1,0,34.09,1,22,32.8,2011,6,2,16,0,0,5.762051382780177
35.0008,2,1,0,32.575,1,20,31.16,2011,6,2,17,0,0,6.349138991379798
26.0027,2,1,0,32.575,1,22,30.34,2011,6,2,18,0,0,6.263398262591624
19.9995,2,1,0,31.82,1,23,29.52,2011,6,2,19,0,0,5.937536205082426
12.998,2,1,0,31.82,1,24,28.7,2011,6,2,20,0,0,5.820082930352362
12.998,2,1,0,31.06,1,31,27.06,2011,6,2,21,0,0,5.5134287461649825
16.9979,2,1,0,31.06,1,33,26.24,2011,6,2,22,0,0,5.043425116919247
15.0013,2,1,0,31.06,1,35,25.42,2011,6,2,23,0,0,4.718498871295094
19.0012,2,1,0,31.06,1,38,25.42,2011,6,3,0,0,0,4.219507705176107
23.9994,2,1,0,31.06,1,38,24.6,2011,6,3,1,0,0,3.091042453358316
15.0013,2,1,0,26.515,1,43,22.96,2011,6,3,2,0,0,2.4849066497880004
15.0013,2,1,0,25.76,1,49,22.14,2011,6,3,3,0,0,1.6094379124341003
22.0028,2,1,0,25.0,1,48,21.32,2011,6,3,4,0,0,1.791759469228055
23.9994,2,1,0,25.0,1,48,21.32,2011,6,3,5,0,0,3.332204510175204
19.9995,2,1,0,25.76,1,45,22.14,2011,6,3,6,0,0,4.663439094112067
16.9979,2,1,0,25.76,1,45,22.14,2011,6,3,7,0,0,5.6240175061873385
22.0028,2,1,0,26.515,2,43,22.96,2011,6,3,8,0,0,6.218600119691729
11.0014,2,1,0,27.275,1,40,23.78,2011,6,3,9,0,0,5.438079308923196
16.9979,2,1,0,31.06,1,33,25.42,2011,6,3,10,0,0,5.081404364984463
22.0028,2,1,0,31.06,1,31,26.24,2011,6,3,11,0,0,5.2574953720277815
19.0012,2,1,0,31.06,1,27,27.06,2011,6,3,12,0,0,5.556828061699537
16.9979,2,1,0,31.06,1,26,27.88,2011,6,3,13,0,0,5.5134287461649825
19.0012,2,1,0,31.82,1,28,28.7,2011,6,3,14,0,0,5.480638923341991
19.0012,2,1,0,31.82,1,28,28.7,2011,6,3,15,0,0,5.356586274672012
22.0028,2,1,0,31.82,1,26,29.52,2011,6,3,16,0,0,5.855071922202427
19.0012,2,1,0,31.82,1,25,29.52,2011,6,3,17,0,0,6.324358962381311
19.9995,2,1,0,31.82,1,24,28.7,2011,6,3,18,0,0,6.335054251498059
19.0012,2,1,0,31.06,1,26,27.88,2011,6,3,19,0,0,5.968707559985366
11.0014,2,1,0,31.06,1,29,26.24,2011,6,3,20,0,0,5.680172609017068
7.0015,2,1,0,31.06,1,29,26.24,2011,6,3,21,0,0,5.5093883366279774
0.0,2,1,0,31.06,1,35,25.42,2011,6,3,22,0,0,5.14166355650266
7.0015,2,1,0,27.275,1,46,23.78,2011,6,3,23,0,0,5.14166355650266
0.0,2,0,0,26.515,1,52,22.96,2011,6,4,0,0,0,4.532599493153256
7.0015,2,0,0,25.76,1,64,22.14,2011,6,4,1,0,0,4.543294782270004
12.998,2,0,0,25.76,1,56,22.14,2011,6,4,2,0,0,4.07753744390572
7.0015,2,0,0,25.0,1,59,21.32,2011,6,4,3,0,0,2.8903717578961645
6.0032,2,0,0,25.0,1,59,21.32,2011,6,4,4,0,0,2.70805020110221
0.0,2,0,0,24.24,1,64,20.5,2011,6,4,5,0,0,2.0794415416798357
0.0,2,0,0,25.76,1,60,22.14,2011,6,4,6,0,0,3.332204510175204
0.0,2,0,0,26.515,1,56,22.96,2011,6,4,7,0,0,4.465908118654584
6.0032,2,0,0,31.06,1,46,24.6,2011,6,4,8,0,0,4.8283137373023015
8.9981,2,0,0,31.06,1,43,25.42,2011,6,4,9,0,0,5.4116460518550396
7.0015,2,0,0,31.06,1,38,26.24,2011,6,4,10,0,0,5.75890177387728
8.9981,2,0,0,31.06,1,36,27.06,2011,6,4,11,0,0,5.910796644040527
11.0014,2,0,0,31.82,1,32,28.7,2011,6,4,12,0,0,6.040254711277414
8.9981,2,0,0,32.575,1,28,30.34,2011,6,4,13,0,0,6.1224928095143865
15.0013,2,0,0,32.575,1,33,30.34,2011,6,4,14,0,0,6.111467339502679
27.9993,2,0,0,32.575,2,27,30.34,2011,6,4,15,0,0,6.0014148779611505
8.9981,2,0,0,32.575,2,30,29.52,2011,6,4,16,0,0,6.0867747269123065
16.9979,2,0,0,32.575,2,34,29.52,2011,6,4,17,0,0,5.840641657373398
11.0014,2,0,0,32.575,2,30,30.34,2011,6,4,18,0,0,5.831882477283517
6.0032,2,0,0,31.82,2,39,28.7,2011,6,4,19,0,0,5.652489180268651
6.0032,2,0,0,32.575,2,48,28.7,2011,6,4,20,0,0,5.476463551931511
7.0015,2,0,0,31.06,2,47,27.06,2011,6,4,21,0,0,5.220355825078324
15.0013,2,0,0,31.06,1,57,26.24,2011,6,4,22,0,0,5.247024072160486
0.0,2,0,0,31.06,2,57,26.24,2011,6,4,23,0,0,5.0106352940962555
6.0032,2,0,0,31.06,1,57,26.24,2011,6,5,0,0,0,4.727387818712341
11.0014,2,0,0,31.06,2,61,26.24,2011,6,5,1,0,0,4.564348191467836
11.0014,2,0,0,31.06,2,61,26.24,2011,6,5,2,0,0,4.1588830833596715
11.0014,2,0,0,30.305,2,65,25.42,2011,6,5,3,0,0,3.8501476017100584
11.0014,2,0,0,30.305,2,65,25.42,2011,6,5,4,0,0,2.4849066497880004
8.9981,2,0,0,30.305,2,61,25.42,2011,6,5,5,0,0,1.791759469228055
7.0015,2,0,0,30.305,2,61,25.42,2011,6,5,6,0,0,3.044522437723423
16.9979,2,0,0,29.545,2,73,24.6,2011,6,5,7,0,0,3.295836866004329
16.9979,2,0,0,29.545,2,73,24.6,2011,6,5,8,0,0,4.584967478670572
12.998,2,0,0,28.79,2,78,24.6,2011,6,5,9,0,0,5.099866427824199
6.0032,2,0,0,29.545,2,73,25.42,2011,6,5,10,0,0,5.5254529391317835
7.0015,2,0,0,30.305,2,69,26.24,2011,6,5,11,0,0,5.814130531825066
7.0015,2,0,0,30.305,2,69,26.24,2011,6,5,12,0,0,5.814130531825066
7.0015,2,0,0,31.06,1,65,27.06,2011,6,5,13,0,0,5.905361848054571
11.0014,2,0,0,32.575,1,58,28.7,2011,6,5,14,0,0,5.953243334287785
0.0,2,0,0,32.575,1,54,28.7,2011,6,5,15,0,0,6.0330862217988015
6.0032,2,0,0,33.335,1,51,29.52,2011,6,5,16,0,0,5.986452005284438
0.0,2,0,0,33.335,1,51,30.34,2011,6,5,17,0,0,5.966146739123692
7.0015,2,0,0,32.575,1,58,28.7,2011,6,5,18,0,0,5.8944028342648505
11.0014,2,0,0,31.82,1,65,27.88,2011,6,5,19,0,0,5.877735781779639
12.998,2,0,0,31.06,1,69,27.06,2011,6,5,20,0,0,5.631211781821365
11.0014,2,0,0,30.305,1,73,26.24,2011,6,5,21,0,0,5.10594547390058
15.0013,2,0,0,29.545,1,78,26.24,2011,6,5,22,0,0,4.867534450455582
8.9981,2,0,0,29.545,1,78,25.42,2011,6,5,23,0,0,4.454347296253507
8.9981,2,1,0,29.545,1,78,25.42,2011,6,6,0,0,0,3.367295829986474
8.9981,2,1,0,28.03,1,83,24.6,2011,6,6,1,0,0,2.6390573296152584
7.0015,2,1,0,27.275,1,88,23.78,2011,6,6,2,0,0,2.0794415416798357
0.0,2,1,0,27.275,1,88,23.78,2011,6,6,3,0,0,1.6094379124341003
7.0015,2,1,0,26.515,1,94,22.96,2011,6,6,4,0,0,2.0794415416798357
6.0032,2,1,0,26.515,1,88,22.96,2011,6,6,5,0,0,3.4339872044851463
0.0,2,1,0,27.275,1,88,23.78,2011,6,6,6,0,0,4.718498871295094
7.0015,2,1,0,29.545,1,78,25.42,2011,6,6,7,0,0,5.700443573390687
6.0032,2,1,0,30.305,1,73,26.24,2011,6,6,8,0,0,6.082218910376446
11.0014,2,1,0,32.575,1,58,28.7,2011,6,6,9,0,0,5.236441962829949
15.0013,2,1,0,33.335,1,51,29.52,2011,6,6,10,0,0,4.553876891600541
8.9981,2,1,0,33.335,1,42,30.34,2011,6,6,11,0,0,4.709530201312334
11.0014,2,1,0,33.335,1,37,31.16,2011,6,6,12,0,0,5.030437921392435
0.0,2,1,0,34.09,1,35,31.98,2011,6,6,13,0,0,5.19295685089021
8.9981,2,1,0,34.09,1,31,31.98,2011,6,6,14,0,0,4.976733742420574
12.998,2,1,0,34.85,1,29,32.8,2011,6,6,15,0,0,5.10594547390058
8.9981,2,1,0,33.335,1,33,31.16,2011,6,6,16,0,0,5.58724865840025
19.0012,2,1,0,34.09,1,33,31.98,2011,6,6,17,0,0,6.361302477572996
8.9981,2,1,0,33.335,1,31,31.16,2011,6,6,18,0,0,6.320768294250582
12.998,2,1,0,33.335,1,54,29.52,2011,6,6,19,0,0,6.008813185442595
8.9981,2,1,0,31.82,1,61,27.88,2011,6,6,20,0,0,5.817111159963204
6.0032,2,1,0,31.06,1,57,27.06,2011,6,6,21,0,0,5.241747015059643
6.0032,2,1,0,31.06,1,61,27.06,2011,6,6,22,0,0,5.153291594497779
6.0032,2,1,0,30.305,1,69,26.24,2011,6,6,23,0,0,4.0943445622221
6.0032,2,1,0,30.305,1,65,26.24,2011,6,7,0,0,0,2.995732273553991
8.9981,2,1,0,30.305,1,69,25.42,2011,6,7,1,0,0,1.3862943611198906
6.0032,2,1,0,29.545,1,73,24.6,2011,6,7,2,0,0,1.6094379124341003
6.0032,2,1,0,29.545,1,73,24.6,2011,6,7,3,0,0,0.6931471805599453
8.9981,2,1,0,27.275,1,83,23.78,2011,6,7,4,0,0,1.6094379124341003
11.0014,2,1,0,27.275,1,88,23.78,2011,6,7,5,0,0,3.4657359027997265
8.9981,2,1,0,28.79,1,78,24.6,2011,6,7,6,0,0,4.836281906951478
12.998,2,1,0,30.305,2,69,26.24,2011,6,7,7,0,0,5.811140992976701
8.9981,2,1,0,31.82,2,61,27.88,2011,6,7,8,0,0,6.1675164908883415
15.0013,2,1,0,33.335,2,58,29.52,2011,6,7,9,0,0,5.37989735354046
12.998,2,1,0,34.09,2,48,31.16,2011,6,7,10,0,0,4.812184355372417
16.9979,2,1,0,34.85,2,52,31.16,2011,6,7,11,0,0,5.017279836814924
19.0012,2,1,0,36.365,2,46,32.8,2011,6,7,12,0,0,5.209486152841421
16.9979,2,1,0,36.365,2,43,32.8,2011,6,7,13,0,0,5.278114659230517
19.0012,2,1,0,36.365,2,43,32.8,2011,6,7,14,0,0,4.983606621708336
22.0028,2,1,0,37.12,2,41,33.62,2011,6,7,15,0,0,5.209486152841421
15.0013,2,1,0,35.605,1,38,32.8,2011,6,7,16,0,0,5.730099782973574
16.9979,2,1,0,36.365,1,43,32.8,2011,6,7,17,0,0,6.289715570908998
19.0012,2,1,0,34.85,1,46,31.98,2011,6,7,18,0,0,6.311734809152915
16.9979,2,1,0,34.09,1,48,31.16,2011,6,7,19,0,0,6.049733455231958
8.9981,2,1,0,34.09,1,56,30.34,2011,6,7,20,0,0,5.846438775057725
8.9981,2,1,0,34.09,1,70,29.52,2011,6,7,21,0,0,5.384495062789089
8.9981,2,1,0,32.575,1,65,28.7,2011,6,7,22,0,0,5.030437921392435
7.0015,2,1,0,31.82,1,79,27.88,2011,6,7,23,0,0,4.499809670330265
8.9981,2,1,0,29.545,1,89,27.06,2011,6,8,0,0,0,3.713572066704308
0.0,2,1,0,30.305,1,78,27.06,2011,6,8,1,0,0,3.1354942159291497
6.0032,2,1,0,28.79,1,89,26.24,2011,6,8,2,0,0,1.9459101490553132
6.0032,2,1,0,28.79,1,89,26.24,2011,6,8,3,0,0,1.0986122886681098
0.0,2,1,0,28.79,1,83,25.42,2011,6,8,4,0,0,1.791759469228055
0.0,2,1,0,28.03,1,88,25.42,2011,6,8,5,0,0,3.044522437723423
8.9981,2,1,0,28.79,1,89,26.24,2011,6,8,6,0,0,4.7535901911063645
7.0015,2,1,0,31.06,1,74,27.06,2011,6,8,7,0,0,5.8664680569332965
11.0014,2,1,0,35.605,1,58,31.16,2011,6,8,8,0,0,6.175867270105761
11.0014,2,1,0,35.605,1,58,31.16,2011,6,8,9,0,0,5.308267697401205
15.0013,2,1,0,37.12,1,43,33.62,2011,6,8,10,0,0,4.499809670330265
12.998,2,1,0,37.88,1,41,34.44,2011,6,8,11,0,0,4.897839799950911
8.9981,2,1,0,40.91,1,42,36.08,2011,6,8,12,0,0,5.003946305945459
0.0,2,1,0,42.425,1,42,36.9,2011,6,8,13,0,0,4.912654885736052
16.9979,2,1,0,43.94,1,40,37.72,2011,6,8,14,0,0,5.043425116919247
11.0014,2,1,0,43.94,1,40,37.72,2011,6,8,15,0,0,4.852030263919617
15.0013,2,1,0,43.94,1,40,37.72,2011,6,8,16,0,0,5.4510384535657
15.0013,2,1,0,42.425,1,35,37.72,2011,6,8,17,0,0,6.226536669287466
15.0013,2,1,0,40.91,1,37,36.9,2011,6,8,18,0,0,6.129050210060545
8.9981,2,1,0,40.15,1,59,33.62,2011,6,8,19,0,0,5.950642552587727
8.9981,2,1,0,39.395,1,63,32.8,2011,6,8,20,0,0,5.634789603169249
8.9981,2,1,0,40.15,1,66,32.8,2011,6,8,21,0,0,5.308267697401205
11.0014,2,1,0,37.12,1,75,31.16,2011,6,8,22,0,0,5.170483995038151
12.998,2,1,0,37.12,1,75,31.16,2011,6,8,23,0,0,4.7535901911063645
8.9981,2,1,0,35.605,2,79,30.34,2011,6,9,0,0,0,3.8501476017100584
7.0015,2,1,0,35.605,1,79,30.34,2011,6,9,1,0,0,2.772588722239781
11.0014,2,1,0,35.605,2,84,29.52,2011,6,9,2,0,0,1.791759469228055
7.0015,2,1,0,35.605,2,84,29.52,2011,6,9,3,0,0,0.6931471805599453
6.0032,2,1,0,34.85,2,79,29.52,2011,6,9,4,0,0,1.791759469228055
0.0,2,1,0,33.335,2,84,28.7,2011,6,9,5,0,0,2.995732273553991
6.0032,2,1,0,35.605,2,84,29.52,2011,6,9,6,0,0,4.770684624465665
8.9981,2,1,0,34.85,2,79,29.52,2011,6,9,7,0,0,5.749392985908253
7.0015,2,1,0,36.365,2,70,31.16,2011,6,9,8,0,0,6.068425588244111
0.0,2,1,0,39.395,1,49,34.44,2011,6,9,9,0,0,5.123963979403259
19.0012,2,1,0,40.91,1,50,35.26,2011,6,9,10,0,0,4.543294782270004
15.0013,2,1,0,42.425,1,42,36.9,2011,6,9,11,0,0,4.770684624465665
12.998,2,1,0,42.425,1,35,37.72,2011,6,9,12,0,0,4.941642422609304
6.0032,2,1,0,40.91,1,37,36.9,2011,6,9,13,0,0,4.912654885736052
12.998,2,1,0,43.94,1,40,37.72,2011,6,9,14,0,0,4.770684624465665
11.0014,2,1,0,41.665,1,31,38.54,2011,6,9,15,0,0,4.6443908991413725
8.9981,2,1,0,41.665,1,33,37.72,2011,6,9,16,0,0,5.298317366548036
16.9979,2,1,0,40.91,1,37,36.9,2011,6,9,17,0,0,6.013715156042802
19.0012,2,1,0,40.15,1,39,36.08,2011,6,9,18,0,0,6.144185634125646
22.0028,2,1,0,37.12,2,39,34.44,2011,6,9,19,0,0,5.786897381366708
12.998,2,1,0,36.365,2,43,32.8,2011,6,9,20,0,0,5.537334267018537
0.0,2,1,0,34.85,3,52,31.16,2011,6,9,21,0,0,5.14166355650266
11.0014,2,1,0,34.09,2,58,30.34,2011,6,9,22,0,0,5.030437921392435
11.0014,2,1,0,34.85,2,57,30.34,2011,6,9,23,0,0,4.574710978503383
15.0013,2,1,0,32.575,3,65,28.7,2011,6,10,0,0,0,4.23410650459726
15.0013,2,1,0,32.575,3,65,28.7,2011,6,10,1,0,0,3.1354942159291497
11.0014,2,1,0,31.82,1,69,27.88,2011,6,10,2,0,0,2.5649493574615367
11.0014,2,1,0,31.82,1,69,27.88,2011,6,10,3,0,0,1.791759469228055
11.0014,2,1,0,30.305,1,78,27.06,2011,6,10,4,0,0,1.3862943611198906
11.0014,2,1,0,30.305,1,78,27.06,2011,6,10,5,0,0,3.332204510175204
6.0032,2,1,0,30.305,1,78,27.06,2011,6,10,6,0,0,4.6443908991413725
7.0015,2,1,0,34.09,1,66,29.52,2011,6,10,7,0,0,5.58724865840025
8.9981,2,1,0,34.09,1,58,30.34,2011,6,10,8,0,0,6.113682179832232
0.0,2,1,0,34.85,1,55,31.16,2011,6,10,9,0,0,5.3612921657094255
0.0,2,1,0,35.605,1,52,31.98,2011,6,10,10,0,0,4.709530201312334
0.0,2,1,0,37.88,1,46,33.62,2011,6,10,11,0,0,5.030437921392435
